iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,777.38,27.64,15.082,1.4116,0.4012114239926104,0.14340486938736818,0.44685861164550494
2,179.62,514.0,54.752,1.3876,0.3280707813448488,0.14694118176418106,0.37484361218791695
3,282.67,533.47,74.562,2.0002,0.09155888446045733,0.13227119043748103,0.1336621120340064
4,113.68,624.11,38.565,19.972,0.31680268665989897,0.10528671615157875,0.3503164892947731
5,163.31,575.2,61.71,12.043,0.04145652059386992,0.10225085060849576,0.074003977213256
6,76.454,190.93,63.836,14.728,0.2987091465054211,0.1659559132151004,0.35153455435244674
7,178.21,592.44,62.189,10.784,0.014782223628908471,0.10195671603973218,0.047236054307188684
8,169.9,580.96,63.889,11.97,0.017655992169184412,0.10213370662569175,0.050166160700737025
9,176.53,494.1,61.555,11.889,0.037952192658323454,0.10143895722705615,0.07024121558787011
10,181.11,587.69,62.764,10.85,0.015000397078964984,0.10187947358404163,0.04742964071996579
11,178.99,529.16,63.706,11.074,0.01374673327614983,0.10166607323695631,0.04610804947695832
12,189.2,492.44,62.525,11.29,0.016166853602869617,0.19126686170787768,0.077048986583835
13,182.86,653.35,62.03,10.798,0.02105078535251798,0.1020204879057463,0.05352491524621088
14,182.62,541.97,64.103,9.7683,0.014032163260100455,0.10261404617983969,0.046695228620463464
