param_type,param_name,out_u_bound,base,in_u_bound,in_l_bound,out_l_bound
input,cp_tau_s,1,10,3.5947618356302087,2.3462783590185463,0
input,cp_b,1,10,0.99974519956135,-1.434686741594436,0
input,cp_tau_0,1,10,2.6480492599831535,1.7254327671591956,0
input,cp_n,1,10,1.2923074831082293,0.27425024251621494,0
input,average_strain,1,10,-0.5440289596056914,-4.520611864004139,0
output,average_stress,1,10,3.959046164761705,0.6631730452459411,0
