Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g80),Error (g51),Error (g72),Error (curve),Error (g56),Error (g126),Error (g237),Error (g223),Reduced Error
559.28,395.97,40.206,278.27,144.68,116.86,63.611,11.175,0.12075,0.26828,0.13063,0.10871,0.20138,0.023604,0.026511,0.10082,0.1198,1.100485538783263
552.12,395.71,40.187,277.34,144.65,116.74,63.603,11.175,0.12067,0.26828,0.13053,0.1088,0.20321,0.023572,0.02654,0.10066,0.11958,1.1018503725068143
557.13,393.57,40.921,281.07,144.71,116.45,63.755,11.179,0.1208,0.26814,0.13049,0.10803,0.2044,0.02349,0.026541,0.10076,0.11964,1.102311830959929
545.38,395.95,40.262,277.86,140.67,114.53,64.145,11.18,0.12072,0.26818,0.13046,0.1081,0.20562,0.023495,0.026631,0.10053,0.11896,1.102686955036825
556.83,393.84,41.108,274.35,144.65,117.99,63.61,11.177,0.12066,0.26837,0.13058,0.10913,0.20496,0.023626,0.026568,0.10074,0.11984,1.104480098594035
558.38,396.17,40.901,284.22,144.65,113.47,63.611,11.175,0.12086,0.26805,0.13048,0.1072,0.20813,0.023467,0.026477,0.10077,0.11957,1.105011374107267
564.35,394.53,39.769,282.69,141.34,119.32,63.535,11.16,0.12093,0.26817,0.13077,0.10838,0.20848,0.023575,0.026522,0.10096,0.11963,1.1074181334164872
559.29,396.23,40.434,278.12,140.97,118.9,63.672,11.41,0.12083,0.26845,0.13046,0.10856,0.21076,0.023574,0.026656,0.10063,0.11868,1.108602458513768
566.63,389.68,38.442,280.33,144.6,107.43,63.984,11.471,0.12119,0.26829,0.13044,0.10726,0.2119,0.023431,0.026371,0.10104,0.11939,1.109302228068977
556.42,395.91,39.763,285.63,141.24,111.2,63.743,11.19,0.12102,0.26798,0.13054,0.10667,0.214,0.023416,0.026456,0.10081,0.11922,1.1101001779459103
