Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
1177.7,0.33365,144.91,4.3054,0.0096047,0.009604667103721879
