Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1378.5,0.18341,126.09,5.4854,0.08908,0.042531,0.098749,0.26955,0.1351,0.030964,0.25502,0.11405,0.1341,1.1691367107833028
1396.5,0.18141,126.14,5.4611,0.094289,0.043333,0.098755,0.26415,0.13527,0.030968,0.25498,0.11412,0.13391,1.1697844704177804
1404.6,0.18249,125.1,5.4676,0.092232,0.043735,0.098553,0.26647,0.13519,0.030834,0.25508,0.11422,0.13376,1.1700681251536091
1404.8,0.18133,126.06,5.4561,0.095608,0.043651,0.098715,0.26313,0.1353,0.030946,0.25499,0.11416,0.13382,1.170323160332321
1411.5,0.18092,126.34,5.4879,0.088658,0.043223,0.098564,0.27125,0.13507,0.030892,0.25511,0.11417,0.13383,1.170763982073661
1411.0,0.18138,125.84,5.5001,0.091438,0.043156,0.098452,0.26898,0.13497,0.030819,0.25517,0.1142,0.13381,1.171002056864378
1409.0,0.18224,125.43,5.4661,0.092277,0.04379,0.098567,0.26731,0.1352,0.030853,0.25507,0.11422,0.13374,1.1710299096476688
1384.5,0.18167,126.04,5.4834,0.089243,0.042669,0.098736,0.27208,0.13513,0.030961,0.25502,0.11406,0.13404,1.1719444967555521
1379.1,0.18257,125.8,5.4854,0.089122,0.04258,0.098729,0.27243,0.13511,0.030946,0.25503,0.11406,0.13407,1.1720789814881765
1405.8,0.18028,126.05,5.4596,0.09473,0.043561,0.098712,0.26612,0.13529,0.030948,0.255,0.11415,0.13383,1.1723439306919898
