Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1171.7,0.2249,123.86,5.5423,0.043981,0.09672,0.11433,0.13573,0.097848,0.13325,0.24893,0.25545,0.030361,1.1565999139574545
1183.6,0.22489,123.01,5.5153,0.044583,0.10374,0.11434,0.13573,0.097947,0.1333,0.24277,0.25534,0.030355,1.158094781743201
1195.9,0.21844,123.44,5.5635,0.043806,0.098871,0.11441,0.13564,0.097679,0.13318,0.24956,0.25551,0.030247,1.158905769442133
1172.2,0.22593,124.09,5.5273,0.044249,0.097508,0.11431,0.1358,0.097967,0.13328,0.25274,0.25537,0.03043,1.1616465996888676
1168.5,0.22663,123.87,5.5206,0.044312,0.09734,0.1143,0.13581,0.097986,0.13331,0.25395,0.25536,0.030427,1.1627972387999193
1182.2,0.22547,122.24,5.5332,0.044357,0.098624,0.11437,0.13562,0.09777,0.13325,0.25415,0.25546,0.030232,1.163830562242908
1184.3,0.22484,122.59,5.5002,0.044792,0.10596,0.11434,0.13575,0.09799,0.13334,0.24625,0.25529,0.03036,1.1640715180399595
1184.3,0.22496,122.59,5.4964,0.044849,0.10636,0.11434,0.13575,0.098012,0.13335,0.24647,0.25528,0.030371,1.164789820371792
1183.0,0.22583,122.22,5.532,0.044405,0.099134,0.11437,0.13562,0.097779,0.13325,0.2548,0.25545,0.030236,1.1650281847600292
1182.0,0.22406,122.88,5.4978,0.044745,0.10596,0.11434,0.13579,0.098024,0.13337,0.24736,0.25527,0.030388,1.1652492834325514
