Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
585.62,0.30202,56.314,5.3113,0.13489,0.088275,0.036789,0.26319,1.193,0.12038,0.39637,0.02206,0.12804,2.3830471723294924
487.17,0.4769,68.776,5.3754,0.13396,0.09162,0.033456,0.26146,1.2072,0.11866,0.42954,0.023686,0.12799,2.427592731752342
505.49,0.43475,64.666,6.2322,0.13057,0.090588,0.02834,0.26208,1.6232,0.11812,0.50497,0.023044,0.12651,2.9073922530825858
450.16,1.5631,32.537,3.3235,0.14138,0.10672,0.055903,0.25266,1.6592,0.11799,0.41776,0.028782,0.13334,2.9137709796737554
386.92,1.7984,36.65,3.6566,0.14014,0.10703,0.043528,0.25239,1.7307,0.11721,0.37391,0.028552,0.13286,2.92635712825553
491.11,0.70228,52.243,5.527,0.13201,0.090694,0.032386,0.26229,1.3447,0.11888,0.84421,0.021528,0.12601,2.9727271477018764
485.79,0.58127,56.551,5.9727,0.13095,0.089923,0.029604,0.26291,1.5582,0.11867,0.76725,0.022002,0.12575,3.1052647887676055
457.67,0.0013423,55.677,16.159,0.14698,0.13766,0.092254,0.23348,1.5679,0.092013,0.77922,0.10328,0.16229,3.315067084689427
411.88,0.0013001,59.035,16.107,0.14764,0.13867,0.094195,0.23292,1.3116,0.091903,1.0382,0.10522,0.1632,3.3235747199203067
461.23,0.001329,60.123,15.61,0.14707,0.1376,0.092342,0.23352,1.364,0.092135,0.99526,0.10326,0.16244,3.3276117001180405
