Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
616.5,0.45952,120.0,6.7618,0.12784,0.093838,0.031262,0.25953,0.4605,0.11455,0.58454,0.029501,0.13357,1.8351197753027744
610.81,0.46199,120.5,6.8263,0.12761,0.093745,0.030759,0.25967,0.42266,0.11455,0.63413,0.029538,0.13344,1.8461039558169992
615.6,0.45007,119.35,6.7542,0.12785,0.093879,0.031148,0.25951,0.50776,0.11457,0.55924,0.029537,0.13372,1.8572216903591832
617.31,0.44683,120.79,6.8697,0.12744,0.093713,0.030135,0.25974,0.46342,0.11457,0.60592,0.029518,0.13355,1.8580052063431198
614.16,0.46399,119.4,6.8141,0.12765,0.093685,0.030905,0.25968,0.43771,0.11456,0.63601,0.029448,0.1334,1.8630526105441032
614.72,0.46298,119.97,6.838,0.12757,0.093652,0.030703,0.25973,0.44965,0.11457,0.62735,0.029461,0.13338,1.8660639685992462
614.67,0.463,120.11,6.8403,0.12756,0.093652,0.030684,0.25974,0.45215,0.11457,0.62819,0.029467,0.13338,1.8693777114075092
623.48,0.45007,119.31,6.755,0.12785,0.093791,0.031176,0.25954,0.5092,0.11458,0.57259,0.029469,0.1337,1.8718988470230504
614.27,0.46651,118.11,6.7456,0.12787,0.093812,0.031473,0.25951,0.46799,0.11454,0.62535,0.029396,0.13346,1.883405981461707
619.14,0.46388,120.0,6.6909,0.12806,0.093988,0.031931,0.25933,0.50406,0.11453,0.58966,0.029496,0.13359,1.8846506118059323
