iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.5640542469133122,0.24505739058310622,0.6420584370183174
2,99.517,283.61,133.62,233.7,97.304,14.503,111.29,18.334,0.2836549409059707,0.15423409154730783,0.33274917703205464
3,131.39,0.34424,174.58,223.75,90.76,0.78956,27.132,17.265,0.5898844301632774,0.15448890284474298,0.6390597752444462
4,181.07,174.36,148.34,963.03,4.0863,11.419,111.65,14.436,0.32801710824504826,0.15536386856294135,0.3774709635643915
5,114.43,223.26,138.22,211.05,155.06,10.06,65.974,18.597,0.15838622284371115,0.16301223815009808,0.21027462981583384
6,114.3,225.96,140.2,229.67,156.32,38.954,72.37,18.197,0.09903513007816579,0.15416634629475406,0.1481078022206198
7,574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.03550906851945008,0.10125805741374999,0.06774050925001257
8,591.73,324.39,41.325,234.41,169.49,116.99,58.741,10.737,0.03626375694273959,0.10171572912559572,0.06864087910380925
9,583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.10904788649185747,0.10152794335131696,0.14136523458448952
10,564.47,514.72,41.455,235.62,195.84,142.1,60.811,12.87,0.0736877125060027,0.10005405791582576,0.10553590829341561
11,569.7,406.65,45.996,240.45,116.28,120.56,63.132,11.648,0.010460281054847542,0.10069089770789917,0.042511189243992636
12,576.67,397.33,44.948,243.15,152.82,242.02,62.091,11.824,0.0542390979947334,0.10082899588482798,0.08633396419885889
13,515.93,377.02,120.47,210.1,52.901,160.61,64.332,11.001,0.02056499639480708,0.09964048387759777,0.052281547477183055
14,572.42,401.92,40.931,244.09,148.11,119.81,62.789,11.545,0.017770084418195227,0.10086301262824743,0.04987577848804691
15,581.83,412.47,41.215,227.78,149.41,117.88,62.729,11.24,0.017966734053400005,0.10108772333282737,0.05014395576205081
16,590.16,398.51,3.9865,229.56,179.52,82.008,42.271,10.744,0.18630468359023458,0.10206599199502225,0.2187932978854058
17,611.35,429.62,38.661,231.49,146.9,118.6,62.982,11.133,0.027529694965620393,0.10118905706925564,0.059739172204380256
18,561.92,391.63,39.712,247.65,163.12,115.45,64.269,11.22,0.02137077690679228,0.10093183279873058,0.053498377117277604
19,581.91,394.95,39.744,259.97,144.69,120.79,63.445,11.262,0.021373920518075504,0.10091550851168771,0.05349632454661018
20,580.66,395.51,44.501,186.53,163.44,131.12,61.553,10.961,0.011120038682695902,0.10159226767151626,0.04345786184236944
21,555.31,413.47,41.397,264.88,125.84,111.66,62.273,11.979,0.011535372124032533,0.10014484718750746,0.04341246703418114
22,702.28,435.33,39.202,237.08,148.02,145.58,61.891,11.758,0.05638022260530927,0.10153960301336312,0.08870128208364017
23,559.28,395.97,40.206,278.27,144.68,116.86,63.611,11.175,0.018543871859425666,0.10046917649428172,0.05052420399429966
24,487.75,459.42,5.4753,519.37,78.312,113.66,64.119,13.805,0.024411222467413504,0.20946217002036777,0.09108510196640658
