Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
127.79,10.0,117.64,13.717,0.13412,0.13411536565215026
127.79,10.0,117.64,13.717,0.13412,0.13411536565215035
127.79,10.0,117.64,13.717,0.13412,0.13411536565215035
127.79,10.0,117.64,13.717,0.13412,0.13411536565215038
127.79,10.0,117.64,13.717,0.13412,0.13411536565215038
127.79,10.0,117.64,13.717,0.13412,0.13411536565215038
127.79,10.0,117.64,13.717,0.13412,0.13411536565215038
127.79,10.0,117.64,13.717,0.13412,0.13411536565215038
127.79,10.0,117.64,13.717,0.13412,0.13411536565215038
127.79,10.0,117.64,13.717,0.13412,0.13411536565215038
