Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g262),Error (curve),Error (g126),Error (g80),Error (g51),Error (g223),Error (g72),Error (g56),Reduced Error
408.59,0.29981,222.18,4.9289,0.11243,0.14773,1.4705,0.1775,0.30527,0.17655,0.25987,0.76574,0.12851,3.5441295782300184
398.77,0.30647,213.3,4.8656,0.11284,0.1477,1.4577,0.17755,0.30481,0.17629,0.45888,0.71614,0.12845,3.680334122236427
403.3,0.30908,220.43,4.8671,0.11288,0.14748,1.4551,0.17753,0.30483,0.17622,0.44923,0.76037,0.12838,3.711980953163902
394.95,0.30393,234.31,4.8554,0.11298,0.14724,1.5597,0.17797,0.30552,0.17618,0.32604,0.79593,0.12843,3.72994416905876
405.05,0.2911,234.29,5.0089,0.112,0.14771,1.5574,0.17758,0.30603,0.17674,0.34636,0.79723,0.12866,3.7496751020499923
386.15,0.35185,197.26,4.3297,0.11635,0.14647,1.3412,0.17865,0.30245,0.17466,0.66862,0.70452,0.12744,3.7603717355100987
377.61,0.369,203.59,4.8998,0.11373,0.14627,1.492,0.17546,0.30152,0.17461,0.57192,0.70194,0.12788,3.8053685924922527
388.2,0.37632,204.59,4.874,0.1139,0.14611,1.3513,0.17531,0.30115,0.17452,0.71146,0.73614,0.12772,3.83757785780652
406.26,0.26225,237.0,5.1131,0.11108,0.14855,1.5818,0.17802,0.30766,0.17769,0.46211,0.76045,0.12907,3.8563906860222312
411.09,0.26308,240.47,5.0631,0.11129,0.14847,1.6001,0.17825,0.30773,0.17768,0.42096,0.78676,0.12901,3.8601988698555676
