Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
609.84,0.6287,140.23,8.5631,0.15993,0.11922,0.12569,0.057625,0.13952,0.12327,0.37768,0.070319,0.37061,1.5438649409540735
605.67,0.63296,139.78,8.5658,0.15994,0.11922,0.12572,0.057623,0.13953,0.12329,0.38677,0.070304,0.36253,1.5449261477026446
603.64,0.63792,139.46,8.5116,0.15998,0.11922,0.12581,0.057739,0.13943,0.12338,0.39274,0.070304,0.35724,1.5458378639863335
598.75,0.6465,140.0,8.4899,0.16002,0.11914,0.12587,0.057784,0.13935,0.12368,0.39698,0.070208,0.35297,1.546015260195803
605.68,0.63406,139.51,8.4518,0.16005,0.11921,0.12586,0.057867,0.13932,0.12358,0.39053,0.070357,0.36219,1.548978327186636
597.71,0.6453,139.89,8.519,0.16,0.11914,0.12583,0.057722,0.13942,0.12365,0.40069,0.070211,0.35327,1.549943207753299
603.32,0.64533,139.85,8.5936,0.15985,0.11922,0.12576,0.057563,0.13955,0.12301,0.4015,0.070193,0.35373,1.5503734738552246
610.06,0.62333,140.3,8.4821,0.16005,0.11919,0.12575,0.057796,0.13939,0.12371,0.37418,0.070389,0.38012,1.5505801516352076
610.52,0.62314,140.26,8.5245,0.16,0.11921,0.1257,0.057706,0.13946,0.12353,0.3759,0.070377,0.37924,1.5511306430273484
605.95,0.64487,139.59,8.5741,0.15984,0.11926,0.12578,0.057605,0.13951,0.12284,0.40335,0.070225,0.353,1.5514111106216681
