Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
931.53,0.26101,124.36,19.816,0.055705,0.23299,0.12699,0.068877,0.085986,0.061096,0.6316458565784656
933.21,0.26114,124.39,19.998,0.055702,0.23289,0.12717,0.06896,0.085915,0.061109,0.6317409860781591
796.26,0.31658,122.08,20.0,0.055776,0.23139,0.12975,0.07039,0.084617,0.061926,0.6338472326593328
795.88,0.31655,122.18,19.999,0.055778,0.23142,0.12975,0.070381,0.084623,0.061928,0.6338828782918101
796.24,0.3163,122.21,20.0,0.055778,0.23144,0.12974,0.070377,0.084627,0.061927,0.6338964534888537
795.85,0.3167,121.94,20.0,0.055773,0.23144,0.12975,0.0704,0.084611,0.061928,0.6338983490656291
802.69,0.3131,122.29,19.999,0.055773,0.23186,0.12965,0.07034,0.084663,0.061894,0.6341731337102188
794.01,0.31675,122.44,19.952,0.055786,0.23174,0.12975,0.07035,0.084646,0.061942,0.6342111723064052
802.06,0.313,122.28,20.0,0.055773,0.23197,0.12964,0.070336,0.084666,0.061897,0.6342920184753201
794.24,0.31662,122.53,20.0,0.055786,0.23182,0.12976,0.070352,0.084642,0.061937,0.6342950967801558
