Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.020197,4.5674e-07,769.09,502.68,180.7,783.45,81.522,3.4114,0.29188,0.13604,0.044913,0.1192,0.11357,0.094416,0.051514,0.22534,0.075448,1.152315076205134
0.020854,4.4452e-07,755.35,514.85,184.64,775.59,82.194,3.4189,0.29228,0.13587,0.044649,0.1191,0.11369,0.094669,0.051551,0.22493,0.07574,1.1524820069888866
0.020521,4.5675e-07,769.02,507.21,184.35,783.06,81.456,3.4087,0.29348,0.13598,0.044766,0.11917,0.11364,0.094568,0.051613,0.22524,0.07554,1.1539972043465117
0.018008,4.7694e-07,769.0,502.91,183.59,774.87,81.209,3.3816,0.2953,0.13607,0.044738,0.11916,0.11352,0.094659,0.051845,0.22537,0.07557,1.1562231306525628
0.017667,4.3155e-07,769.05,505.15,179.99,774.79,81.828,3.4072,0.2965,0.13612,0.044893,0.11917,0.11349,0.094478,0.051422,0.22533,0.07528,1.1566911196508167
0.019997,4.5383e-07,752.63,500.44,184.97,783.26,82.136,3.3459,0.29499,0.1358,0.044516,0.1189,0.11373,0.094665,0.052656,0.22519,0.076537,1.156978922845437
0.020537,4.5667e-07,764.75,506.87,183.67,783.22,82.517,3.3167,0.29418,0.13582,0.044245,0.11862,0.11383,0.094471,0.053408,0.22545,0.076976,1.1570051331636877
0.019977,4.524e-07,743.79,488.51,184.95,783.26,82.135,3.3459,0.29518,0.1358,0.044731,0.11902,0.1136,0.094729,0.052452,0.22512,0.076389,1.1570259372718983
0.020235,4.4482e-07,764.67,504.44,180.59,783.11,82.587,3.3483,0.29516,0.1359,0.0445,0.11877,0.11373,0.094313,0.052777,0.22542,0.076502,1.1570772204243576
0.020499,4.5559e-07,758.34,502.73,183.85,779.11,81.202,3.3951,0.29633,0.13594,0.044765,0.11918,0.11361,0.094623,0.051747,0.22517,0.07575,1.1571194220173204
