Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
1213.0,0.023344,391.41,2.1304,0.31785,0.036077,0.22591,0.065761,0.11528,0.10377,0.07645,0.12225,0.13964,1.2029879287506555
1228.2,0.023393,400.23,2.0827,0.31764,0.035633,0.22576,0.068061,0.11667,0.1048,0.078305,0.12138,0.13967,1.2079182970345195
1273.6,0.02309,390.1,2.0593,0.32335,0.035218,0.22573,0.068712,0.11735,0.10535,0.079028,0.1216,0.1395,1.215842063965153
1225.8,0.022996,392.89,2.0777,0.3295,0.035704,0.22583,0.067232,0.11623,0.10446,0.077739,0.12183,0.13961,1.2181340054064789
1282.2,0.023342,403.3,2.2632,0.33667,0.035694,0.22572,0.066241,0.11618,0.10434,0.076383,0.12209,0.13953,1.2228489142577659
1329.1,0.023344,387.18,2.105,0.35503,0.034893,0.22566,0.068981,0.11766,0.10582,0.079307,0.12171,0.13938,1.2484348197417658
1327.3,0.02362,399.48,2.0768,0.36775,0.034641,0.2256,0.070766,0.11867,0.10663,0.080745,0.12086,0.13953,1.265196324171761
1161.5,0.02354,407.93,2.0706,0.38948,0.036177,0.22585,0.067121,0.11581,0.10403,0.0775,0.12125,0.13986,1.2770667422704993
1242.5,0.023638,395.83,1.9681,0.39089,0.035156,0.22575,0.070529,0.1182,0.106,0.080695,0.12081,0.13967,1.287702424302045
1263.4,0.022765,381.96,1.9506,0.40042,0.035051,0.2258,0.069854,0.11828,0.10582,0.08032,0.12147,0.13949,1.2965067457454535
