Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
613.68,0.49451,116.72,7.0279,0.12609,0.093224,0.028616,0.25983,0.78727,0.11433,0.50944,0.029117,0.13241,2.080323930445536
622.05,0.49332,117.6,6.9846,0.12619,0.0933,0.028926,0.25973,0.77302,0.11431,0.52595,0.029119,0.13247,2.0830095993468243
614.09,0.50833,115.72,7.0805,0.12593,0.093181,0.028535,0.25988,0.72418,0.11427,0.58399,0.029078,0.13231,2.0913536986184407
619.41,0.49683,114.94,6.9461,0.12636,0.093356,0.029311,0.25963,0.76986,0.11427,0.54486,0.02906,0.13255,2.0992682213665805
619.74,0.4973,114.55,6.994,0.12621,0.093252,0.029035,0.25975,0.75678,0.11429,0.55938,0.029016,0.13246,2.100174558203477
626.26,0.49471,117.51,7.0562,0.12594,0.093163,0.028572,0.25988,0.75898,0.11432,0.56002,0.029052,0.13236,2.1022748892309053
619.45,0.50067,117.75,6.8833,0.12653,0.09355,0.029637,0.25945,0.80174,0.11423,0.52437,0.029205,0.13265,2.111370979687511
625.84,0.49553,114.62,7.1299,0.12576,0.092979,0.028317,0.26003,0.70499,0.11434,0.62381,0.028913,0.13225,2.1113920704867715
626.35,0.48367,117.64,7.0448,0.12598,0.093133,0.028495,0.2599,0.8009,0.11437,0.52821,0.029041,0.1324,2.1124323365950475
620.56,0.48195,118.36,7.0434,0.12599,0.093152,0.028376,0.2599,0.84448,0.11438,0.48521,0.02911,0.13241,2.1130162552280054
