Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1587.0,0.15492,127.56,4.6707,0.055899,0.13383,0.12664,0.10501,0.069524,0.055295,0.5462052691287235
1582.2,0.15709,124.01,5.0218,0.057063,0.13301,0.13774,0.10182,0.069103,0.054894,0.5536318819951783
1582.7,0.15169,128.66,4.989,0.056941,0.13276,0.13861,0.10213,0.069212,0.054919,0.5545721590421939
1585.1,0.15753,123.75,5.102,0.057306,0.13286,0.14144,0.10124,0.069039,0.054843,0.5567389500918083
1610.1,0.15461,123.45,5.0904,0.057264,0.13289,0.14244,0.10136,0.069024,0.054854,0.5578408175208147
1573.7,0.15637,125.11,5.075,0.05722,0.13279,0.14395,0.10144,0.069091,0.054854,0.5593534819613291
1610.0,0.15428,123.14,5.1504,0.057443,0.13278,0.15049,0.10094,0.068983,0.054822,0.5654530581272512
1607.1,0.15493,125.36,5.0916,0.057268,0.13281,0.15135,0.10136,0.069043,0.05485,0.5666760190278395
1586.1,0.15961,123.77,5.1181,0.057359,0.13289,0.15156,0.10111,0.06902,0.054835,0.5667806768414566
1415.1,0.18545,123.81,4.9545,0.056872,0.1332,0.15285,0.10212,0.069281,0.054969,0.5692880930908163
