Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
139.8,12.018,631.85,839.23,124.51,460.44,25.597,7.6208,0.073417,0.54927,0.10674,0.14129,0.21871,0.06129,0.036608,0.1289,0.1322,1.4484369252856388
110.53,12.765,626.56,681.76,130.95,319.41,20.949,6.9935,0.0661,0.53507,0.11698,0.14944,0.22373,0.067946,0.042985,0.12428,0.13241,1.4589315655907091
113.44,12.836,633.04,721.06,122.43,350.09,21.423,6.9854,0.06785,0.562,0.11428,0.14841,0.22273,0.066463,0.041763,0.12491,0.13249,1.4808903732585939
106.19,12.694,626.84,718.49,126.68,319.24,21.333,6.9886,0.066813,0.57521,0.11677,0.1484,0.22306,0.067327,0.042312,0.1246,0.13244,1.4969323252572464
110.62,13.683,636.46,816.84,135.43,336.72,21.427,6.9706,0.06823,0.61207,0.11539,0.14798,0.22217,0.065452,0.040957,0.12465,0.13283,1.5297322334418075
110.96,12.443,626.32,682.58,130.89,319.08,22.229,7.6065,0.065657,0.60882,0.12057,0.1471,0.22273,0.067552,0.042392,0.12527,0.13183,1.5319256437196183
113.45,12.568,626.52,689.87,125.23,318.87,20.911,7.0841,0.066367,0.61089,0.11741,0.14893,0.22344,0.067864,0.042888,0.12456,0.13231,1.5346622946639084
104.14,12.766,636.39,676.76,127.19,319.62,21.434,6.7974,0.066056,0.61344,0.11609,0.14952,0.22388,0.068127,0.043051,0.12401,0.13251,1.5366960075018006
109.87,14.52,626.52,760.84,129.55,330.83,21.381,6.9821,0.06659,0.62418,0.11749,0.14999,0.22322,0.066588,0.042584,0.12348,0.1328,1.5469363234862914
9.6191,17.838,625.19,684.03,128.53,319.08,21.446,6.8461,0.057673,0.62834,0.12864,0.15508,0.2247,0.065561,0.048143,0.11957,0.13328,1.5609853762489672
