Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (g63),Error (g303),Error (g237),Error (curve),Error (g59),Reduced Error
615.41,0.53482,118.54,3.5607,0.05888,0.13954,0.054647,0.12026,0.29372,0.072394,0.7394444791261973
610.65,0.54096,118.09,3.5565,0.058908,0.13958,0.054658,0.12034,0.2978,0.072396,0.7436897326844565
612.49,0.54211,118.23,3.5494,0.058963,0.13966,0.054681,0.12049,0.29965,0.072411,0.7458517705069534
604.42,0.54102,119.49,3.5621,0.058875,0.13946,0.054656,0.12025,0.30909,0.072415,0.7547440263527573
610.64,0.52855,119.85,3.562,0.058866,0.13943,0.05466,0.12027,0.30938,0.072447,0.7550566528058144
620.35,0.54259,117.53,3.5217,0.059169,0.13997,0.054772,0.12107,0.30934,0.072469,0.7567891740222072
611.52,0.5401,119.73,3.5518,0.058956,0.13958,0.054686,0.12045,0.31136,0.072432,0.7574643833633145
610.65,0.53034,121.68,3.5366,0.05906,0.1396,0.05476,0.12081,0.31194,0.072549,0.7587076946397675
610.66,0.55468,116.88,3.5157,0.05921,0.14002,0.05479,0.12116,0.31261,0.07247,0.7602576568270311
612.0,0.55142,117.22,3.5658,0.058857,0.13959,0.054614,0.12012,0.32211,0.07231,0.7676012055233291
