Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1408.5,0.18293,124.84,5.3708,0.097553,0.046253,0.098911,0.29745,0.13554,0.031077,0.25473,0.11437,0.13427,1.2101518275511733
1431.1,0.17984,124.91,5.3839,0.098988,0.046144,0.098848,0.29868,0.13552,0.031024,0.25476,0.11437,0.13421,1.212549885836744
1437.9,0.17989,124.8,5.3765,0.10119,0.046292,0.098874,0.29665,0.13554,0.03102,0.25473,0.11437,0.13423,1.2128898583683212
1436.7,0.17931,125.41,5.3962,0.097923,0.045996,0.098791,0.3007,0.13549,0.031014,0.2548,0.11437,0.13415,1.2132405095336152
1436.7,0.17985,124.81,5.3752,0.10131,0.046301,0.098886,0.29692,0.13555,0.031028,0.25472,0.11437,0.13424,1.2133195311366043
1435.2,0.17983,125.18,5.3751,0.10135,0.046282,0.098906,0.29815,0.13556,0.031055,0.25471,0.11436,0.13424,1.214621774025301
1420.8,0.18245,124.82,5.3808,0.097389,0.046196,0.098827,0.30239,0.13547,0.031026,0.25477,0.11438,0.13422,1.2146736070299933
1437.6,0.17962,125.39,5.3865,0.099668,0.046134,0.098843,0.30036,0.13552,0.031034,0.25476,0.11437,0.13419,1.2148771930248863
1437.3,0.17949,125.51,5.3853,0.099983,0.046141,0.09886,0.30098,0.13553,0.031047,0.25475,0.11436,0.1342,1.2158490821340293
1438.1,0.18009,124.8,5.3701,0.10235,0.046391,0.098909,0.29861,0.13556,0.031037,0.2547,0.11436,0.13426,1.2161792913936091
