iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,229.21730579616596,383.8142935238223,486.2202527467418,13.700975807958928,2.928889575739828,0.1630929231881401,2.9808036655572265
2,106.7969906791039,125.31866602286823,352.76051530083066,11.708510321299483,1.73176421911161,0.2057077873361818,1.7972430414857095
3,520.298823079849,273.80608826248,218.5508083442554,1.04947197113975,0.21374445155544977,0.1257256210466072,0.2537641596811817
4,360.44927120514905,12.58716751737883,104.36659254752759,4.450059547512579,0.17045105415529016,0.0933783452572873,0.200174304606168
5,993.3238284625421,535.4397937699727,259.9492108898196,10.09756656308194,2.294534864381823,0.09227494913798112,2.323906892939549
6,773.6552611867854,823.1298233618219,125.97672599743301,19.698702770525557,1.1882566103319627,0.18214453242637998,1.2462350157176034
7,435.2006003035072,697.7263139635604,394.2418152454258,17.3158464337451,2.6333867242722127,0.169848036511339,2.6874510334426773
8,648.3950642230607,907.8620662619651,54.14191498517738,5.9765043108241835,0.4544162432799865,0.09388914000749095,0.4843020847496649
9,574.58,10.867,98.053,2.6252,0.27963569651727693,0.10160269086589675,0.3119768374827674
10,510.35,1.1361,72.338,1.1049,0.32276845732338266,0.12447205809628745,0.3623891439690741
11,10.042,7.9138,109.38,4.8865,0.3690063250229121,0.1687741847814184,0.42272881657144745
12,490.34,14.995,74.455,4.7415,0.15803393408614647,0.09359602150917881,0.18782647303998878
13,479.94,8.1903,77.675,4.7541,0.16583923457647584,0.09347683608833507,0.19559383563257463
14,66.908,175.94,98.163,2.1344,0.41038104146165494,0.10625619728737276,0.44420343952652097
15,497.41,1.4083,88.153,2.9094,0.15769806400715936,0.09938282462859911,0.18933259960331236
16,401.73,0.012908,23.811,11.564,0.299744652716474,0.0963321618242472,0.33040813218258863
17,441.67,10.891,93.212,1.9039,0.025652480152459353,0.10926267424042013,0.060431869554064085
18,455.78,13.932,91.906,1.9741,0.011468895900064651,0.10828574808917489,0.045937320049656546
19,456.3,13.186,91.329,1.963,0.012904400243419866,0.10840662468926071,0.04741130060982735
20,378.06,0.1232,91.858,3.1425,0.046899136622216515,0.0978548959034072,0.07804731739975675
21,442.23,0.035085,86.892,3.6555,0.1221741307915661,0.09555797328555843,0.15259117839204592
22,472.77,30.936,92.151,2.0247,0.03533131923657712,0.107735522328571,0.0696246010869358
23,425.64,5.8749,91.036,2.1643,0.014137791162741978,0.10596957701863365,0.047868955162487695
24,412.57,8.5573,89.73,2.2046,0.02427889144107348,0.10551207432276373,0.05786442780976807
25,375.76,0.021985,82.78,2.8882,0.03957169906209045,0.0991905182690219,0.07114502164281403
26,447.7,9.5,91.21,2.0723,0.011038636597830526,0.1070453950156347,0.04511224410175612
27,432.24,13.038,87.562,2.2638,0.011057972880813548,0.10484297891574018,0.04443052956665237
28,431.28,0.1874,91.501,2.3451,0.02627257027849189,0.10410934032297833,0.05941160254736865
29,445.74,8.8186,90.711,2.0849,0.010747064171245163,0.10688081169106878,0.04476828317586043
30,432.85,13.272,87.297,2.3142,0.011609270725340064,0.1043458702401779,0.04482359280523968
31,421.5,12.505,87.273,2.3825,0.009477015388925298,0.10370750214713009,0.04248813859378351
32,439.44,9.5776,89.255,2.1922,0.010880467543610007,0.10562016643727623,0.04450041070097244
33,430.99,7.2387,90.046,2.2216,0.0096307709845014,0.1053142240520099,0.0431533296560309
