Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
747.85,0.37287,125.34,5.7234,0.13255,0.060038,0.09641,0.1425,0.054334,0.068213,0.5540392284670681
742.64,0.37399,125.98,5.698,0.13259,0.059954,0.096535,0.14248,0.054348,0.06824,0.5541405721025208
748.53,0.37254,125.03,5.8033,0.13234,0.060233,0.096127,0.14341,0.054339,0.068128,0.5545717954030587
745.71,0.3747,124.94,5.7283,0.13255,0.060062,0.09637,0.14336,0.054331,0.068207,0.5548821409919831
759.8,0.36753,124.46,5.8984,0.13211,0.060471,0.095792,0.14535,0.054333,0.068035,0.5560919351781355
742.04,0.37339,125.69,5.7631,0.13239,0.060114,0.096298,0.14487,0.05435,0.068176,0.5562012834610783
757.65,0.36862,124.85,5.9082,0.13207,0.060483,0.095775,0.1459,0.054344,0.068018,0.5565942360189813
763.98,0.36366,124.68,5.933,0.13198,0.060538,0.095701,0.14606,0.054338,0.06801,0.5566280318250553
758.89,0.36846,124.7,5.891,0.13213,0.060449,0.095824,0.14607,0.054338,0.068035,0.5568470553523032
739.05,0.36966,128.25,5.6047,0.13273,0.059636,0.097041,0.15134,0.054379,0.068348,0.5634743028095861
