Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.078404,23.981,555.6,718.98,137.39,498.56,78.772,13.613,0.027475,0.40072,0.10623,0.14908,0.22278,0.055396,0.045785,0.099794,0.16317,1.270433625211386
0.025994,15.992,596.05,732.54,140.06,518.36,79.501,16.189,0.025974,0.62706,0.10735,0.15054,0.22285,0.055506,0.044874,0.099021,0.16501,1.4981899308150766
178.75,641.93,595.55,961.9,177.93,962.4,72.312,15.156,0.05099,0.70775,0.10274,0.13413,0.21356,0.053776,0.038397,0.104,0.13807,1.5434081643189739
0.45026,14.102,584.78,644.35,92.62,563.4,81.422,18.51,0.02456,0.65739,0.10899,0.15501,0.22407,0.058634,0.051215,0.096873,0.17193,1.5486705369423694
6.0322,538.18,583.26,897.8,151.14,674.64,81.877,2.2734,0.091904,0.70268,0.10788,0.11942,0.22476,0.042397,0.063823,0.10838,0.13906,1.6003025055483149
39.241,612.5,584.49,966.34,141.5,977.39,77.108,15.74,0.045531,0.76179,0.10333,0.13682,0.2144,0.056264,0.041506,0.10168,0.14187,1.6031910032023888
1.8488,153.41,596.22,972.84,139.34,871.14,83.606,16.688,0.03627,0.74092,0.10481,0.14353,0.21776,0.059735,0.04717,0.098574,0.15617,1.6049421707890894
1.5104,135.05,583.86,959.22,181.27,851.29,77.405,17.507,0.036193,0.74993,0.105,0.14414,0.2182,0.058326,0.046601,0.09911,0.15536,1.612860545733469
167.09,152.53,557.84,662.31,89.147,896.58,78.858,1.3202,0.13039,0.5718,0.10084,0.12846,0.23915,0.051707,0.12444,0.12445,0.15356,1.6247951742881015
0.66311,41.104,594.55,728.94,141.03,489.66,78.055,16.154,0.028405,0.74249,0.1284,0.14979,0.22343,0.057409,0.046709,0.099041,0.16514,1.6408181443943597
