Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1441.2,0.18407,123.25,4.8852,0.11011,0.054435,0.10275,0.39095,0.13849,0.032791,0.25231,0.11367,0.13712,1.3326287163194452
1442.4,0.1834,123.24,4.9153,0.10991,0.05391,0.10247,0.39272,0.13838,0.032667,0.25249,0.11371,0.13689,1.3331500605866309
1441.5,0.18219,123.94,4.9248,0.1096,0.053668,0.1024,0.39493,0.13836,0.032659,0.25254,0.11373,0.13682,1.3347087137091576
1439.1,0.18236,124.08,4.9167,0.10956,0.05379,0.10247,0.39496,0.1384,0.032697,0.2525,0.11372,0.13688,1.334967182439278
1441.2,0.18227,123.66,4.9379,0.10959,0.053459,0.10227,0.39806,0.13832,0.032595,0.25262,0.11374,0.13672,1.3373781623063048
1462.7,0.17971,123.55,4.9131,0.1103,0.053957,0.10255,0.39715,0.13839,0.032715,0.25248,0.11369,0.13694,1.3381690226977145
1444.1,0.18314,123.93,4.9245,0.10965,0.053733,0.1024,0.39839,0.13833,0.032657,0.25254,0.11372,0.13683,1.3382453492371114
1442.5,0.18148,124.03,4.9478,0.10944,0.053255,0.10219,0.40004,0.13828,0.032575,0.25268,0.11376,0.13665,1.3388655063946249
1470.8,0.17934,123.17,4.9534,0.11027,0.053346,0.10219,0.40016,0.13821,0.032542,0.25271,0.11372,0.13665,1.3398020633714556
1471.3,0.17856,123.46,4.9155,0.11051,0.053948,0.10255,0.39907,0.13837,0.032713,0.25249,0.11368,0.13694,1.3402694233776822
