Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3864.2,6.646,35.204,12.156,0.12791,0.061776,0.10383,0.16094,0.46321,0.13605,2.4907,0.23142,0.074301,3.8501247221140806
3192.2,5.4179,314.88,12.217,0.13017,0.068538,0.10874,0.16337,1.8304,0.15135,1.0947,0.4158,0.08196,4.045012152388415
1835.2,0.6283,173.58,13.204,0.17534,0.070152,0.099704,0.18674,0.25567,0.1422,2.8298,0.36612,0.0837,4.209448588147594
1891.2,0.56036,170.97,13.653,0.17716,0.071036,0.10047,0.18654,0.31273,0.14515,2.8213,0.40266,0.085305,4.30233875545486
3189.8,5.2582,310.88,12.347,0.13117,0.069084,0.10871,0.16363,1.9658,0.15326,1.2094,0.4312,0.082785,4.3151000361252825
3056.5,3.4822,276.69,13.184,0.14305,0.072374,0.10833,0.16523,1.4941,0.16435,1.5935,0.51665,0.087652,4.345156710646773
3714.4,5.3182,468.68,5.8931,0.15269,0.064346,0.11919,0.1652,0.36929,0.12159,3.1741,0.11434,0.067059,4.347833481409192
3200.2,5.2366,310.42,12.346,0.13133,0.069125,0.10875,0.16365,1.995,0.15344,1.2163,0.43252,0.082828,4.352970050142099
3116.8,3.9194,282.32,13.015,0.14253,0.072046,0.10814,0.16547,1.4735,0.16224,1.6469,0.5058,0.087322,4.363992899103274
3745.7,5.2391,467.34,5.9185,0.15335,0.064109,0.11929,0.16527,0.33494,0.12123,3.2522,0.1137,0.067292,4.3913693836532675
