Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
4.7152,1.8622e-08,758.04,395.31,181.69,784.45,83.963,3.0889,0.29614,0.13601,0.044765,0.11959,0.11243,0.094167,0.057031,0.22785,0.078156,1.166133389647573
4.9514,1.5042e-08,758.57,411.49,182.02,804.58,84.388,3.072,0.30675,0.13588,0.044485,0.11934,0.11283,0.094069,0.057774,0.22786,0.07901,1.1780008290509718
12.748,1.9564e-08,762.8,387.29,178.74,784.66,80.357,3.2775,0.31221,0.13614,0.04572,0.121,0.11184,0.094234,0.054222,0.22742,0.075703,1.1784929632471894
3.5916,1.8858e-08,758.42,438.77,181.52,805.13,81.604,3.2887,0.31481,0.13581,0.045236,0.12028,0.11274,0.094081,0.053672,0.22652,0.076409,1.1795574339301096
12.397,1.9727e-08,761.62,384.92,178.7,784.75,79.687,3.3198,0.31773,0.13617,0.046008,0.12133,0.11172,0.094327,0.05334,0.22722,0.075032,1.1828661679818642
12.467,2.0389e-08,761.84,383.76,178.21,783.97,78.662,3.3129,0.3286,0.13619,0.046005,0.12136,0.11165,0.094337,0.05351,0.2273,0.075153,1.194106056163787
0.02046,4.5349e-07,761.13,488.78,178.86,784.56,79.671,3.3427,0.33641,0.1363,0.044987,0.11921,0.11298,0.093756,0.052053,0.22552,0.075731,1.196959575923295
0.020454,4.526e-07,762.8,490.89,180.08,784.97,80.708,3.3001,0.33742,0.13617,0.044648,0.1189,0.11321,0.093791,0.053029,0.22568,0.076526,1.1993769364224878
0.020326,4.467e-07,768.47,496.23,178.92,796.68,81.699,3.2812,0.33747,0.13607,0.044463,0.11867,0.11349,0.093713,0.053637,0.22585,0.077078,1.2004496562344091
0.020486,4.5056e-07,763.1,489.55,180.1,785.13,81.1,3.2822,0.33796,0.13613,0.044547,0.1188,0.11328,0.093815,0.053407,0.22577,0.076804,1.2005158346220166
