Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g262),Error (curve),Error (g126),Error (g80),Error (g51),Error (g223),Error (g72),Error (g56),Reduced Error
1992.5,8.9245,38.118,2.5319,0.16715,0.11845,1.4279,0.14852,0.24832,0.18301,0.5672,0.14223,0.12333,3.1261213409146613
1990.3,10.605,51.464,1.7351,0.18222,0.12232,1.9969,0.1596,0.2453,0.19347,0.19826,0.16324,0.12851,3.3898179441849394
1698.0,11.47,59.128,1.3198,0.18963,0.12642,2.0719,0.16854,0.24606,0.2015,0.19493,0.17684,0.13176,3.5075425095267794
354.76,0.10888,104.62,11.717,0.11814,0.12951,0.71848,0.15006,0.2716,0.16998,1.5281,0.29094,0.13842,3.515245679092215
361.53,0.089375,103.38,11.611,0.11803,0.12988,0.73591,0.15041,0.27169,0.16972,1.5039,0.34126,0.13813,3.558929726856552
1945.3,0.39877,94.705,1.2181,0.1912,0.12489,2.1837,0.17142,0.24624,0.19896,0.19452,0.1456,0.1313,3.587825700446653
1965.1,0.29613,94.999,1.2922,0.19006,0.12394,2.1963,0.16999,0.24625,0.19696,0.19493,0.14311,0.13066,3.5921688948669286
398.43,0.084694,101.15,10.935,0.1182,0.13002,0.82512,0.15154,0.27083,0.16906,1.5146,0.31978,0.13766,3.63679452426699
1811.6,0.37762,92.881,1.3565,0.18931,0.12366,2.243,0.16901,0.24649,0.19584,0.19502,0.14438,0.13019,3.636891330159769
1686.7,0.54809,91.753,1.4875,0.1877,0.12286,2.273,0.16701,0.2467,0.19349,0.19557,0.14323,0.12933,3.658847962335825
