iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,2317.2092200807083,2.4953845304278284,281.4576220306463,18.726666725885053,4.7173379300779565,0,4.7173379300779565
2,2944.68586797264,8.659288543930774,3.1123020534005312,7.102074711828293,7.4320477326177095,0,7.4320477326177095
3,867.4772641111799,5.021920203141245,133.3469110482346,8.209675856924367,1.8592204933589702,0,1.8592204933589702
4,3160.8534053431654,9.382945122115464,329.5150386834643,4.746449072812677,8.612214607112657,0,8.612214607112657
5,319.53809646449287,4.668356563509074,102.19164965030966,15.074912476084009,0.263398778149756,0,0.263398778149756
6,3862.378593884364,3.6610902137336288,439.3617573134775,2.0320277479566693,6.642937985636705,0,6.642937985636705
7,1455.0785648671758,6.303747492479528,395.1836052459358,10.673474048910348,4.52342792615432,0,4.52342792615432
8,1664.830311988013,1.093557995600406,188.0287392048762,17.463925938765094,1.8445104314056786,0,1.8445104314056786
9,320.91,2.6156,252.78,3.4808,0.44541209656588165,0,0.44541209656588165
10,317.44,1.2876,1.0543,18.949,0.549260792147353,0,0.549260792147353
11,256.91,2.6725,175.4,18.9,0.226344642116822,0,0.226344642116822
12,275.84,0.74788,74.295,20.0,0.4738004473099315,0,0.4738004473099315
13,336.96,1.6317,78.724,20.0,0.1449312210204673,0,0.1449312210204673
14,332.71,1.5696,136.05,19.746,0.0604361626656022,0,0.0604361626656022
15,326.16,1.452,122.16,17.702,0.049022191164879714,0,0.049022191164879714
16,325.98,1.4755,134.99,20.0,0.03617995425611674,0,0.03617995425611674
17,431.76,1.0684,130.61,20.0,0.0426829325424371,0,0.0426829325424371
18,334.24,1.4586,133.49,13.042,0.03542680738216408,0,0.03542680738216408
19,412.54,1.0225,136.93,20.0,0.022911072406189517,0,0.022911072406189517
20,408.6,0.99155,138.36,14.403,0.030086383096424606,0,0.030086383096424606
