Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g240),Error (g262),Error (g101),Error (curve),Error (g14),Error (g72),Error (g207),Error (g287),Error (g95),Reduced Error
875.98,23.05,256.97,174.91,350.54,4.8281,97.799,13.026,0.21731,0.13368,0.048905,0.51222,0.04993,0.10822,0.060208,0.11913,0.13355,1.3831678152499212
870.78,24.97,257.26,177.03,352.18,4.6003,95.875,13.247,0.2176,0.13418,0.048138,0.52097,0.050015,0.10845,0.05954,0.11897,0.13344,1.3913168627548345
861.49,23.13,257.01,171.42,351.49,5.662,97.707,11.882,0.21741,0.13398,0.047956,0.52663,0.05028,0.10764,0.060515,0.11887,0.13373,1.3970121624584162
861.65,23.536,252.57,174.81,351.42,5.8283,98.258,11.888,0.21741,0.13399,0.047753,0.53476,0.050335,0.10766,0.060435,0.11879,0.13368,1.4048122926915267
836.45,23.129,249.2,171.37,351.48,5.8005,97.806,11.59,0.21775,0.13426,0.046997,0.55605,0.050768,0.10777,0.060178,0.11873,0.1337,1.4262020651863052
836.45,23.129,249.15,171.37,351.48,5.8005,97.806,11.59,0.21775,0.13427,0.046996,0.55617,0.050769,0.10777,0.060178,0.11873,0.1337,1.4263290265829611
845.88,23.021,248.77,171.34,346.78,5.7591,98.164,11.594,0.21752,0.13399,0.047468,0.559,0.050571,0.10757,0.060498,0.11872,0.1337,1.4290424276271876
840.2,22.423,233.57,168.34,347.87,5.9549,96.424,11.599,0.21793,0.1346,0.046632,0.56223,0.05114,0.10776,0.060389,0.11861,0.13369,1.4329817714709407
836.17,23.308,249.21,171.46,351.48,5.9071,97.808,11.453,0.21775,0.13429,0.046906,0.5716,0.050791,0.10768,0.060256,0.11866,0.13373,1.4416506307605477
786.11,23.245,248.74,171.18,378.31,5.8181,95.731,12.199,0.21926,0.13616,0.04416,0.57325,0.052079,0.10941,0.057589,0.11895,0.13347,1.4443240302282614
