Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
1155.9,0.32124,149.44,5.1039,0.011446,0.011446174735879397
