Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1807.8,0.034935,138.62,3.5512,0.055068,0.13,0.053438,0.20266,0.073323,0.11371,0.6281989861467707
1813.5,0.034943,137.8,3.521,0.055044,0.13013,0.053468,0.2054,0.073396,0.11397,0.6313991892609395
1841.5,0.036474,138.51,3.5961,0.055112,0.13028,0.053655,0.2085,0.073135,0.11368,0.6343668885166581
1780.5,0.040229,137.32,3.765,0.055081,0.12997,0.053414,0.2148,0.072733,0.11193,0.6379299392400366
1960.5,0.032843,140.79,3.5589,0.055415,0.13046,0.054119,0.22386,0.073166,0.11497,0.6519906055162853
1858.2,0.034127,141.72,3.5809,0.055243,0.13004,0.053714,0.23339,0.073197,0.11404,0.6596162739030842
1566.0,0.038088,134.7,3.527,0.05472,0.12891,0.0523,0.23879,0.07365,0.11187,0.6602337127745602
1816.9,0.03557,138.67,3.5222,0.055065,0.1302,0.05355,0.23835,0.073381,0.1141,0.6646403259767036
1820.1,0.036041,138.92,3.714,0.055156,0.12977,0.053459,0.25446,0.072892,0.11254,0.678276174857808
1807.2,0.034747,140.81,3.5503,0.055125,0.12992,0.053492,0.25731,0.073333,0.11386,0.6830409568567732
