Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g39),Error (g238),Error (g185),Error (g138),Error (g223),Error (g243),Error (curve),Error (g164),Error (g50),Reduced Error
2561.2,0.10741,145.56,7.0369,0.10855,0.16133,0.07198,0.13026,0.79307,0.061593,0.48931,0.13592,0.13891,2.0909138858376948
2498.2,0.11389,145.6,7.0149,0.10882,0.1612,0.072218,0.13016,0.74489,0.061426,0.58105,0.13593,0.13775,2.133443614917614
2546.2,0.10949,143.65,7.1002,0.10896,0.16102,0.07209,0.12996,0.81194,0.06135,0.53181,0.13608,0.13742,2.150640185853182
2526.2,0.095326,153.17,5.632,0.10406,0.16799,0.069176,0.13755,0.42239,0.065718,0.89994,0.13097,0.15444,2.152233641271601
3976.4,0.056664,129.13,4.5916,0.10348,0.17155,0.062964,0.14748,0.38279,0.071027,0.96389,0.12305,0.15578,2.182018042654099
2307.6,0.12731,144.48,7.1259,0.10957,0.16101,0.072981,0.12904,0.70495,0.060668,0.67346,0.13682,0.13607,2.184565392258738
2687.5,0.10395,131.37,6.5978,0.109,0.16141,0.072036,0.13248,0.68574,0.062463,0.78862,0.13409,0.13402,2.2798534954500393
2592.3,0.10703,144.64,7.2753,0.10909,0.1608,0.071669,0.12969,0.92415,0.061142,0.56815,0.13638,0.13751,2.2985719476357445
2652.1,0.10861,148.25,7.4855,0.10928,0.16031,0.070966,0.12959,1.0555,0.0609,0.5593,0.13656,0.13665,2.4190528546846006
2669.4,0.1042,124.81,6.3829,0.10927,0.1619,0.071961,0.13372,0.61568,0.062833,1.0319,0.13334,0.13259,2.4531657209251416
