Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
1969.7,0.043808,59.111,10.562,0.17346,0.14278,0.55836,0.75225,0.27348,0.17699,0.12004,0.11815,0.12233,2.437837206347592
1916.7,0.04403,62.193,10.316,0.1729,0.14396,0.59322,0.76277,0.27416,0.18814,0.12028,0.11812,0.12207,2.4956107218701735
1910.5,0.043673,60.117,10.509,0.17306,0.14438,0.60199,0.75086,0.27419,0.1908,0.1203,0.11788,0.12227,2.495716473483243
1981.1,0.042321,60.917,10.118,0.17299,0.14272,0.52497,0.85534,0.27361,0.17186,0.12,0.11876,0.12172,2.501963399801344
1921.4,0.043356,62.492,10.296,0.17281,0.14396,0.5808,0.78458,0.27418,0.18602,0.12027,0.11826,0.12188,2.50276073375141
1912.3,0.04436,61.687,10.394,0.17298,0.14405,0.60184,0.76296,0.27415,0.18996,0.1203,0.11798,0.12221,2.5064402680736864
1912.1,0.044112,62.425,10.409,0.17292,0.14406,0.59642,0.77755,0.2742,0.18922,0.12031,0.11805,0.12207,2.5147869659929865
1910.9,0.042795,59.989,10.897,0.17316,0.14449,0.5859,0.78956,0.27421,0.18971,0.12032,0.1178,0.12213,2.517283488764713
1949.3,0.04266,60.492,10.206,0.17295,0.14351,0.55479,0.84023,0.2739,0.17967,0.12013,0.11844,0.12191,2.525528144209194
1917.4,0.044011,58.411,10.781,0.17339,0.14414,0.60291,0.78378,0.27399,0.19053,0.12026,0.11765,0.12256,2.5291948953221257
