Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1312.1,0.20679,121.49,5.894,0.059984,0.13073,0.20435,0.095681,0.068508,0.054429,0.6136859553947036
1309.4,0.20686,121.4,5.894,0.05998,0.13072,0.20454,0.095681,0.068514,0.054424,0.6138592708273795
1374.6,0.19296,122.83,6.0129,0.060274,0.13091,0.20443,0.09542,0.068366,0.054629,0.6140274805126354
1311.4,0.20579,121.55,5.8939,0.059974,0.13073,0.20614,0.095703,0.068519,0.054434,0.615496977828122
1297.6,0.21067,120.02,5.8872,0.059968,0.13065,0.20647,0.095644,0.068506,0.054367,0.6156047477526986
1345.4,0.19977,121.79,5.8896,0.059962,0.131,0.20581,0.095833,0.068482,0.054531,0.6156093878407649
1347.3,0.19986,121.82,5.8828,0.059944,0.13102,0.20586,0.095863,0.068483,0.054531,0.6156976717997418
1316.9,0.20679,121.49,5.894,0.059991,0.13077,0.20694,0.095678,0.068495,0.054438,0.6163101790330597
1305.2,0.20773,121.5,5.8578,0.059879,0.13074,0.20704,0.095836,0.06855,0.054409,0.6164607588271708
1342.2,0.19966,121.78,5.8993,0.059987,0.13096,0.20771,0.095789,0.068482,0.054531,0.6174617779379469
