Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1469.8,0.17777,123.55,5.19,0.11013,0.04905,0.10001,0.32197,0.13654,0.031281,0.25402,0.11427,0.13526,1.252521601900393
1469.8,0.17795,123.52,5.1885,0.11012,0.049085,0.10002,0.32207,0.13654,0.031285,0.25401,0.11427,0.13527,1.2526689175965215
1469.6,0.17778,123.59,5.1832,0.11013,0.049149,0.10007,0.32208,0.13657,0.031309,0.25398,0.11426,0.1353,1.252853780310151
1488.6,0.17555,123.62,5.1872,0.1103,0.049133,0.10005,0.32222,0.13656,0.031276,0.25398,0.11425,0.13526,1.2530277113217945
1465.7,0.17784,123.51,5.1908,0.11011,0.049004,0.1,0.32305,0.13654,0.031281,0.25403,0.11428,0.13525,1.2535437117337125
1468.2,0.17828,123.4,5.1988,0.1101,0.048936,0.099926,0.3233,0.13649,0.031242,0.25407,0.11429,0.13521,1.253547805983967
1468.6,0.17768,123.55,5.2007,0.11012,0.048869,0.099921,0.3236,0.13649,0.031244,0.25408,0.11429,0.13518,1.2537966944712466
1470.4,0.17788,123.57,5.1999,0.11012,0.048909,0.099928,0.32369,0.13649,0.031246,0.25407,0.11428,0.13519,1.2539274043885662
1469.8,0.17788,123.56,5.2021,0.11012,0.048869,0.099909,0.324,0.13648,0.031238,0.25408,0.11429,0.13518,1.2541595230045313
1497.7,0.17448,123.73,5.1651,0.1104,0.049469,0.10025,0.32377,0.13667,0.031362,0.25385,0.11422,0.13539,1.255374790648584
