Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
522.38,0.52476,120.64,12.419,0.087147,0.1881,0.067218,0.064034,0.12833,0.055481,0.5903101913938741
522.21,0.52486,120.91,12.431,0.08716,0.18937,0.067202,0.064029,0.12831,0.055486,0.5915582143840257
523.46,0.52387,120.89,12.401,0.087166,0.19072,0.067197,0.064038,0.12831,0.055485,0.5929121666746342
510.02,0.54064,120.16,12.134,0.0873,0.19098,0.067093,0.064228,0.12822,0.055426,0.593245256695701
522.51,0.51911,120.91,12.4,0.087215,0.19128,0.067141,0.064073,0.12826,0.055476,0.5934416199673911
522.81,0.51881,121.12,12.407,0.087224,0.19173,0.067129,0.064068,0.12824,0.055481,0.5938738374120269
523.14,0.51796,120.97,12.402,0.08722,0.19246,0.067135,0.064073,0.12825,0.055478,0.5946193123379949
522.62,0.51878,120.67,12.383,0.087209,0.19287,0.06715,0.064082,0.12827,0.05547,0.5950541699957563
515.4,0.53684,120.64,12.046,0.087379,0.1929,0.067009,0.064259,0.1282,0.055442,0.5951863584046482
521.92,0.52621,119.37,12.543,0.087004,0.19354,0.067368,0.063969,0.12849,0.055473,0.5958403487976573
