iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,220.26,28.858,64.17,15.819,4.7048e-05,0.0748374278052012,0.07316309703845499,0.09812596489636544
2,178.03,3.1378,42.906,15.998,3.3181e-05,0.3220080341369495,0.07381092166713119,0.3455027802119347
3,273.82,49.674,61.143,15.999,5.5658e-05,0.021361794960954555,0.07361766362433934,0.0447950250903346
4,255.23,50.664,65.103,15.723,5.6349e-05,0.011074939825488869,0.07340908123638266,0.03444177611869848
5,710.4,0.30458,62.623,15.629,5.6546e-05,0.7857643709147948,0.07412520686317264,0.8093591570747612
6,239.07,188.11,64.257,15.959,5.7228e-05,0.012699994442392282,0.07353190302944732,0.03610592612657319
7,266.51,41.836,65.527,15.961,5.7624e-05,0.017423105214534534,0.07344258245499732,0.0408006052768284
