Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3427.6,0.10417,157.7,3.5682,0.2698,0.044277,0.22028,0.058044,0.097179,0.11319,0.082035,0.11965,0.1361,1.140565807311909
3426.9,0.10418,157.66,3.5669,0.26996,0.044274,0.22029,0.058069,0.097181,0.1132,0.082052,0.11964,0.1361,1.1407603304427827
3400.5,0.10476,158.13,3.5583,0.27044,0.044271,0.22029,0.058237,0.097181,0.11319,0.082155,0.11956,0.13615,1.1414743856175713
3428.8,0.10412,157.51,3.5659,0.27075,0.044271,0.22029,0.058083,0.097185,0.1132,0.082064,0.11965,0.1361,1.1415884539269443
3392.1,0.10515,157.94,3.5604,0.27071,0.044274,0.22028,0.058194,0.097192,0.11318,0.082124,0.11957,0.13615,1.1416774647649588
3429.5,0.1038,157.71,3.6243,0.27405,0.044353,0.22019,0.056954,0.09705,0.11308,0.081308,0.11994,0.13595,1.1428726178152295
3401.4,0.10551,158.07,3.5387,0.27171,0.044234,0.22032,0.058649,0.097181,0.11325,0.08244,0.11947,0.13621,1.1434546018963874
3442.7,0.10402,157.34,3.5651,0.27269,0.044265,0.2203,0.058105,0.097182,0.11321,0.082085,0.11966,0.13609,1.143597693646027
3407.7,0.10525,158.19,3.564,0.27272,0.044274,0.22028,0.058164,0.097173,0.11321,0.082107,0.11959,0.13613,1.1436433988347416
3400.7,0.10561,158.09,3.5386,0.27221,0.044234,0.22032,0.058654,0.09718,0.11325,0.082443,0.11946,0.13621,1.143962937944081
