Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1737.3,0.1337,123.7,16.562,0.070833,0.08459,0.12951,0.37909,0.06265,0.055842,0.7825217865892251
1731.4,0.13301,124.03,16.617,0.070774,0.08462,0.12943,0.37965,0.06265,0.055839,0.7829626615860955
1727.6,0.13324,124.03,16.577,0.070773,0.084619,0.12942,0.37975,0.062659,0.055835,0.7830576743189606
1730.1,0.13361,123.68,16.517,0.070811,0.084603,0.12947,0.37971,0.062668,0.055835,0.783097848022316
1732.9,0.13259,124.13,16.657,0.070752,0.084634,0.12942,0.38094,0.062646,0.055841,0.7842319962391702
1761.2,0.13138,124.49,16.442,0.070659,0.084722,0.1296,0.38084,0.062747,0.055869,0.7844365065770947
1764.0,0.13138,124.51,16.442,0.07066,0.084723,0.12962,0.38082,0.062747,0.055872,0.7844428312582569
1715.8,0.13472,123.92,16.435,0.070809,0.084589,0.12941,0.38123,0.062678,0.055824,0.784540644843896
1768.4,0.13161,124.15,16.383,0.070682,0.084718,0.12967,0.38103,0.062759,0.055872,0.7847341747001573
1768.0,0.13164,123.89,16.365,0.070696,0.084714,0.12968,0.38116,0.062762,0.055869,0.7848769926901606
