Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1798.9,0.13908,120.32,16.905,0.070834,0.084739,0.1286,0.21902,0.063255,0.055512,0.6219572594501024
1798.9,0.13937,120.43,16.9,0.070838,0.084732,0.12861,0.21931,0.063249,0.055517,0.6222640152536132
1802.9,0.13877,120.54,16.864,0.070827,0.084735,0.1287,0.21935,0.063244,0.055534,0.6223861214027024
1870.6,0.13641,120.27,17.062,0.070883,0.084705,0.12878,0.22052,0.063191,0.055535,0.6236062570202138
1797.8,0.13903,121.99,17.085,0.070665,0.084875,0.12812,0.22306,0.063265,0.055491,0.625473485977007
1932.3,0.13376,119.34,17.046,0.070994,0.084617,0.12924,0.22192,0.063148,0.055577,0.6254966471126205
1798.9,0.13816,120.43,16.944,0.070787,0.084782,0.12849,0.22306,0.063268,0.055502,0.6258936704554329
1798.9,0.13908,120.32,16.785,0.070857,0.084705,0.12885,0.22291,0.063242,0.05555,0.6261112868490176
1836.5,0.13657,122.3,17.029,0.070687,0.084839,0.12847,0.22462,0.063212,0.055554,0.6273843880785388
1799.9,0.13761,121.13,17.563,0.070157,0.085336,0.1268,0.22679,0.063457,0.055301,0.627843703767545
