Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1335.3,0.45143,77.981,2.4668,0.091826,0.13039,0.1183,0.15494,0.13839,0.1613,0.61282,0.23729,0.058132,1.703398515547215
1307.7,0.14494,168.55,10.699,0.048474,0.10296,0.10935,0.13692,0.10364,0.12844,0.77536,0.25366,0.044736,1.7035368050944268
1310.8,0.46045,78.025,2.4984,0.091154,0.13004,0.11836,0.15462,0.13765,0.16084,0.62117,0.23761,0.057302,1.708751982863871
1335.5,0.4525,78.823,2.4741,0.091496,0.12994,0.11826,0.15477,0.13799,0.16113,0.62123,0.23742,0.057632,1.7098805064399922
1332.2,0.5341,77.3,3.5141,0.08285,0.11955,0.11356,0.14894,0.12586,0.15016,0.68199,0.2417,0.047171,1.7117714840620912
1335.7,0.44674,77.835,2.3722,0.092887,0.13284,0.11884,0.15568,0.13991,0.16256,0.6126,0.23682,0.059763,1.711887130499044
1318.6,0.46145,78.236,2.4756,0.091513,0.13067,0.11844,0.1548,0.13803,0.16116,0.62791,0.23747,0.057744,1.7177418515182556
1321.3,0.53805,77.032,3.4391,0.083298,0.1206,0.11399,0.14927,0.12647,0.15082,0.68458,0.24151,0.047614,1.7181493324888992
1321.8,0.53857,78.364,3.5827,0.081773,0.11799,0.11341,0.14841,0.12471,0.14937,0.69459,0.24213,0.046057,1.7184345381358834
1321.3,0.54635,77.857,3.6403,0.081502,0.11723,0.11321,0.14819,0.1243,0.14889,0.69834,0.24231,0.045836,1.7198154323143742
