Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
323.61,1.7834,125.88,5.2742,0.059872,0.05987196307814902
323.61,1.7834,125.96,5.2742,0.05991,0.05990977186531103
323.61,1.7834,125.96,5.2742,0.05991,0.05991023578390953
323.61,1.7834,125.97,5.2742,0.059917,0.05991692379927998
323.61,1.7834,121.9,5.2742,0.059931,0.0599307007028054
323.61,1.7834,126.05,5.2742,0.059951,0.05995108990690205
323.61,1.7834,126.07,5.2742,0.05996,0.05995999130458772
323.61,1.7834,126.09,5.2742,0.059971,0.05997142321535385
323.61,1.7834,121.81,5.2742,0.059977,0.059976667287531475
323.61,1.7834,121.8,5.2742,0.059983,0.05998319930341695
