Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
152.31,84.544,877.64,829.16,346.88,583.45,416.03,2.6675,0.13966,0.72595,0.05121,0.18028,0.21462,0.1139,0.091935,0.043589,0.035404,1.596553726407016
152.31,84.544,877.64,829.16,351.8,583.45,416.03,2.6675,0.13956,0.75733,0.051139,0.17991,0.21465,0.11365,0.091978,0.043743,0.035573,1.6275338104360029
152.31,82.405,878.69,834.66,345.04,580.22,419.5,2.6755,0.13972,0.77861,0.051269,0.18073,0.21454,0.11404,0.09173,0.043735,0.035147,1.6495192657263718
152.38,84.533,876.86,830.59,346.12,583.41,421.49,2.6798,0.13942,0.78653,0.051132,0.18012,0.21452,0.11406,0.092002,0.043682,0.035256,1.6567222100394883
150.76,84.643,877.92,833.96,346.95,588.51,416.12,2.6782,0.13969,0.79041,0.051246,0.18061,0.21469,0.11422,0.09198,0.043598,0.035173,1.661611120423731
152.49,84.19,877.7,828.04,355.81,582.71,415.91,2.6688,0.13958,0.81893,0.051129,0.1798,0.21467,0.11348,0.091956,0.043851,0.035704,1.6890981254101056
154.06,84.515,876.78,828.87,342.91,584.62,417.47,2.7172,0.1399,0.83126,0.051189,0.18034,0.21463,0.11417,0.091957,0.043369,0.035126,1.7019337004255026
159.52,82.029,877.74,838.25,349.01,586.59,417.37,2.6891,0.13976,0.83826,0.051134,0.17974,0.2146,0.11306,0.091822,0.044014,0.036204,1.7085982042964956
154.17,85.523,878.55,825.68,347.91,574.7,417.68,2.6678,0.13922,0.85453,0.050947,0.17883,0.2145,0.11334,0.092113,0.043579,0.035613,1.7226830223869265
151.25,87.542,881.58,823.26,354.87,583.06,421.28,2.692,0.13898,0.87475,0.050857,0.17861,0.2146,0.11367,0.092423,0.043686,0.035415,1.7430003242189076
