Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1342.2,0.1939,125.25,5.0856,0.057364,0.13292,0.1465,0.10086,0.069052,0.054979,0.5616717783889633
1342.7,0.19418,125.26,5.057,0.057265,0.133,0.14662,0.10107,0.069082,0.054994,0.5620412154328578
1345.9,0.19213,125.77,5.1217,0.057481,0.1328,0.14852,0.10061,0.069026,0.054968,0.5633966486990539
1342.2,0.19377,124.96,5.1121,0.057455,0.13286,0.14876,0.10066,0.069023,0.054966,0.5637305155406375
1341.4,0.19418,125.26,5.0397,0.057202,0.13305,0.15002,0.10121,0.069104,0.055004,0.5655954209271671
1344.4,0.19241,125.51,5.1261,0.057498,0.13279,0.15094,0.10057,0.06902,0.054964,0.5657885844779167
1341.1,0.1942,125.56,5.033,0.057177,0.13305,0.15078,0.10126,0.069116,0.055009,0.5663942557201345
1342.3,0.19571,125.15,5.0556,0.057268,0.13302,0.15127,0.10106,0.069071,0.054989,0.5666715158836086
1339.0,0.19684,124.31,5.0325,0.057187,0.13311,0.15131,0.10124,0.069089,0.054995,0.5669392436979577
1337.1,0.19482,125.65,5.0449,0.057225,0.13299,0.15154,0.10115,0.069103,0.054998,0.5670120533528353
