Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3391.1,0.10395,160.38,3.6539,0.23246,0.044609,0.22023,0.056322,0.096968,0.11304,0.080791,0.11987,0.13585,1.1001455723938984
3391.4,0.10418,160.45,3.645,0.2323,0.044583,0.22024,0.056517,0.096871,0.11306,0.080938,0.11982,0.13588,1.100214829678638
3390.8,0.10394,160.45,3.6543,0.23266,0.044611,0.22023,0.056313,0.096975,0.11303,0.080783,0.11987,0.13585,1.1003312878751268
3371.1,0.10395,160.38,3.6655,0.23344,0.044657,0.22021,0.056038,0.097176,0.11299,0.080566,0.11991,0.13582,1.1008083814065925
3373.8,0.10495,160.5,3.624,0.23278,0.044529,0.22026,0.056946,0.096753,0.1131,0.081241,0.1197,0.13595,1.1012547724054302
3403.2,0.10374,160.39,3.6442,0.23413,0.044575,0.22025,0.056544,0.096821,0.11307,0.080959,0.11983,0.13588,1.1020545303070355
3403.0,0.10384,159.77,3.6452,0.2344,0.044571,0.22025,0.056528,0.096817,0.11306,0.080956,0.11985,0.13587,1.10230537182682
3390.5,0.10256,161.37,3.6663,0.23636,0.044669,0.22021,0.056013,0.097141,0.11299,0.080525,0.1199,0.13582,1.1036267134390076
3406.1,0.10259,161.42,3.6493,0.2363,0.044608,0.22023,0.056401,0.096908,0.11305,0.080819,0.11983,0.13587,1.1040104408324751
3403.1,0.10312,159.87,3.6573,0.23699,0.044605,0.22024,0.056253,0.09695,0.11303,0.08074,0.11991,0.13584,1.1045504254133762
