Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
736.36,0.48329,145.93,8.1888,0.15928,0.11996,0.12646,0.057745,0.13818,0.1188,0.28226,0.070189,0.46561,1.5384937509851595
738.85,0.48532,146.32,8.2748,0.15924,0.11989,0.12619,0.057638,0.13838,0.11902,0.29135,0.070208,0.45816,1.5400728805017696
733.01,0.49157,145.24,8.1751,0.15923,0.12003,0.12655,0.057766,0.13813,0.11845,0.29113,0.070193,0.45873,1.5402126856216878
736.06,0.4851,145.53,8.2061,0.15924,0.11999,0.12641,0.057718,0.13823,0.11865,0.28571,0.070214,0.46456,1.5407217946289058
732.9,0.48577,145.85,8.2024,0.1593,0.11992,0.12641,0.05773,0.13822,0.11899,0.28232,0.070194,0.4681,1.5411896092914148
737.69,0.48005,145.49,8.2149,0.15925,0.11999,0.12635,0.057698,0.13828,0.11869,0.2835,0.070247,0.46732,1.5413204337234931
738.73,0.48504,146.33,8.2214,0.15925,0.11993,0.12637,0.057706,0.13824,0.11886,0.28642,0.070173,0.46462,1.5415777725001076
734.51,0.48917,146.29,8.2424,0.15927,0.11988,0.1263,0.057687,0.13829,0.1191,0.28791,0.070174,0.46335,1.5419638023048687
736.65,0.48026,146.04,8.2305,0.15929,0.11991,0.12629,0.057686,0.13831,0.11905,0.28307,0.070225,0.46816,1.541999903294272
737.06,0.48331,145.05,8.1722,0.15922,0.12008,0.12653,0.057756,0.13815,0.11832,0.29004,0.070232,0.46207,1.5423959275053616
