Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1378.5,0.18704,124.36,5.4572,0.044782,0.094702,0.11431,0.13621,0.098282,0.13338,0.28197,0.25519,0.030535,1.1893617864655683
1379.5,0.18701,124.32,5.4587,0.044757,0.096149,0.11431,0.1362,0.098269,0.13337,0.28282,0.2552,0.030529,1.1916086867758173
1378.1,0.18702,124.41,5.4168,0.045392,0.1004,0.11433,0.13631,0.098525,0.13375,0.27948,0.25501,0.030611,1.1938033246024682
1381.5,0.1875,124.32,5.4529,0.044919,0.092661,0.11432,0.13621,0.098295,0.13344,0.29382,0.25517,0.030522,1.1993552336483413
1376.5,0.18745,125.14,5.4183,0.045463,0.10212,0.11433,0.13631,0.098572,0.13379,0.28411,0.25498,0.030647,1.2003220645100026
1378.9,0.18528,125.7,5.401,0.045673,0.10537,0.11434,0.13633,0.098702,0.13396,0.28394,0.2549,0.030748,1.2039523968373704
1386.2,0.18422,124.31,5.4344,0.045004,0.092149,0.11433,0.13625,0.098388,0.13353,0.29879,0.25511,0.030572,1.2041184480564013
1369.6,0.18994,124.33,5.4504,0.045077,0.093454,0.11431,0.13625,0.098338,0.13349,0.29956,0.25513,0.030536,1.2061479409533626
1375.2,0.18694,123.86,5.412,0.045378,0.10055,0.11433,0.13632,0.098523,0.13376,0.29223,0.25501,0.030607,1.206714519268407
1366.9,0.18551,126.53,5.4351,0.045164,0.099044,0.11429,0.13634,0.098589,0.13364,0.29494,0.255,0.030733,1.2077398257183485
