Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
374.11,1.2612,134.63,10.604,0.032521,0.03252117153233729
374.11,1.2612,134.63,10.604,0.032521,0.03252117153268047
374.11,1.2612,134.63,10.604,0.032521,0.032521171532948485
374.11,1.2612,134.63,10.604,0.032521,0.032521171532984366
374.11,1.2612,134.63,10.604,0.032521,0.03252117153314768
374.11,1.2612,134.63,10.604,0.032521,0.032521171533159095
374.11,1.2612,134.63,10.604,0.032521,0.032521171533164805
374.11,1.2612,134.63,10.604,0.032521,0.03252117153323022
374.11,1.2612,134.63,10.604,0.032521,0.03252117153326097
374.11,1.2612,134.63,10.604,0.032521,0.03252117153330963
