Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
946.83,0.25497,123.71,19.907,0.055726,0.14755,0.13009,0.070718,0.084342,0.062224,0.5506476256846501
946.87,0.25563,123.71,19.879,0.055726,0.14759,0.13009,0.070719,0.08434,0.062226,0.5506832670169435
947.01,0.25567,123.61,19.895,0.055726,0.14764,0.1301,0.070732,0.084332,0.062223,0.5507562283261598
946.55,0.25524,123.61,19.912,0.055726,0.1479,0.1301,0.070729,0.084335,0.062222,0.5510098271745781
947.24,0.25558,123.61,19.792,0.055721,0.14802,0.13005,0.070714,0.084345,0.062237,0.5510906018541478
930.5,0.25976,123.67,19.655,0.055716,0.14839,0.12999,0.070666,0.084383,0.062266,0.5514146752894206
931.27,0.25849,124.34,19.889,0.055726,0.14846,0.13001,0.070626,0.084403,0.062232,0.5514593532971609
933.04,0.25911,124.02,19.765,0.055722,0.14857,0.13001,0.070652,0.084387,0.062247,0.5515863048672794
946.71,0.25418,123.76,19.884,0.055722,0.14885,0.13006,0.070703,0.084355,0.06223,0.5519145184817064
930.97,0.26049,123.72,19.666,0.055718,0.149,0.13001,0.070668,0.084378,0.06226,0.5520275876023135
