iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,84.241,3.367,84.577,8.3527,0.4374760936383898,0.07215896320599127,0.4604450050036292
2,123.52,0.17898,227.51,9.5692,0.33567997494995133,0.08359903056210248,0.3622903728532494
3,125.47,5.4004,25.635,1.5474,0.6363615825279725,0.11776472559751565,0.673847258929383
4,143.41,3.1557,52.806,19.807,0.3698057749432142,0.07164464205551854,0.39261097280158475
5,277.05,0.37544,59.193,19.951,0.5702235424797083,0.07331549068981197,0.5935605879766911
6,1958.2,0.0043796,105.11,11.439,0.6619933501233759,0.09573174688455163,0.692465711578373
7,396.06,0.32182,163.75,18.704,0.13371678228270825,0.0713577295006958,0.15643065303840845
8,606.08,0.45531,101.14,19.718,0.06695154928532855,0.07355003447519112,0.09036325238794052
9,589.13,0.43707,114.1,18.99,0.044832686955808776,0.07328105946442502,0.0681587726533575
10,615.65,0.37825,122.64,17.991,0.040209486838823034,0.0730376853355595,0.06345810414511249
