iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,213.62,2.2875,132.86,4.7097,5.1997e-05,0.11521522267865465,0.0753997978631579,0.13921572375475727
2,289.66,0.68346,99.173,9.7593,3.3909e-05,0.27524251398540917,0.07290726535773134,0.29844961732340003
3,770.54,0.50429,163.98,3.6285,5.3436e-05,0.12430372164698776,0.0800761077656137,0.1497927383959012
4,279.11,2.161,142.54,4.9653,7.6373e-05,0.08708271351012437,0.07493530125866013,0.11093536072491654
5,458.04,0.81701,121.26,10.728,6.5902e-05,0.041619296786439275,0.0728406949329932,0.06480521010010856
6,413.87,0.85403,125.26,11.311,7.3476e-05,0.027674974801022947,0.0728280036284284,0.05085684834698068
7,391.99,0.95159,122.01,11.07,7.4159e-05,0.02856899726526174,0.07271958659122545,0.05171636059644702
8,417.57,0.86294,121.44,14.099,7.2814e-05,0.03687025332902371,0.07289887298967831,0.06007468529329483
9,435.23,0.81769,129.16,8.9272,8.8183e-05,0.031888518063199756,0.07295154226043464,0.0551097151770507
10,528.28,0.61173,127.76,11.936,6.9516e-05,0.02664337769510858,0.07300877057089075,0.049882791145947306
11,449.28,0.79001,121.12,11.367,7.3608e-05,0.028162695028051132,0.07283890098443269,0.0513480373101583
12,1391.4,0.52126,116.35,7.0899,8.9296e-05,0.5404995679911345,0.0738989198192204,0.5640223247478956
13,517.15,0.59962,128.75,11.537,7.7009e-05,0.02017418640144857,0.07306570943541517,0.04343172405577349
14,529.21,0.62937,125.83,10.901,9.0302e-05,0.018397422362074884,0.07308710614356823,0.041661770800136715
