Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1111.4,0.20971,124.25,18.375,0.062625,0.1296,0.055662,0.1669,0.083991,0.071241,0.5700206209238758
1131.1,0.19735,125.57,17.896,0.062728,0.1294,0.05568,0.17047,0.084065,0.07113,0.5734790921405039
1122.4,0.20968,123.66,18.358,0.062612,0.12974,0.055673,0.17146,0.083916,0.071349,0.5747502160158676
1130.5,0.20589,123.74,18.102,0.062662,0.12972,0.055677,0.17369,0.083873,0.071409,0.5770335494708351
1156.6,0.20972,122.63,19.277,0.062405,0.1301,0.055699,0.17484,0.084043,0.071176,0.5782593533590622
1118.6,0.2063,123.6,18.297,0.06266,0.12963,0.055659,0.17511,0.083962,0.071291,0.5783102378816919
1156.9,0.20975,122.46,19.277,0.062408,0.13011,0.055696,0.17552,0.084034,0.071191,0.5789607310778128
1138.7,0.20787,123.02,18.345,0.062598,0.12988,0.055686,0.17556,0.083855,0.071441,0.579017385618271
1153.6,0.20981,122.57,19.286,0.062411,0.13008,0.055694,0.17632,0.084052,0.071164,0.579718909470651
1153.4,0.20966,122.56,19.287,0.062413,0.13008,0.055694,0.17726,0.084054,0.071161,0.5806558863080742
