Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
285.99,0.72644,120.06,12.979,0.06473,0.1198,0.063474,0.28629,0.055313,0.090958,0.6805648575793188
292.47,0.68801,121.66,12.981,0.064714,0.11961,0.063484,0.28712,0.05532,0.090918,0.6811646178843545
285.86,0.73372,120.64,13.005,0.06471,0.11969,0.063422,0.28796,0.055328,0.091008,0.6821214319746182
298.62,0.69638,121.1,12.854,0.064707,0.11992,0.063598,0.29591,0.055315,0.090748,0.6901963072411339
286.89,0.73403,119.34,12.981,0.064706,0.11992,0.06354,0.29888,0.055316,0.090876,0.6932399289361955
281.04,0.72703,125.91,12.979,0.064797,0.11896,0.062943,0.30165,0.05535,0.09157,0.6952710750805992
284.35,0.73887,122.78,13.001,0.064725,0.11939,0.063224,0.30326,0.055345,0.091229,0.6971685225272941
257.36,0.83535,118.03,13.164,0.064811,0.11956,0.063035,0.30696,0.055341,0.091609,0.7013194512693058
292.72,0.69624,121.26,12.753,0.064816,0.12001,0.063494,0.31146,0.055285,0.090911,0.7059774748051713
289.02,0.73379,118.88,12.975,0.064692,0.11999,0.063604,0.31247,0.055316,0.090792,0.7068681537980737
