iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,220.26,28.858,64.17,15.819,4.7048e-05,0.07611680251521971,0.07313484915782142,0.09939634802671454
2,178.03,3.1378,42.906,15.998,3.3181e-05,0.3241099842752715,0.07375714692575838,0.3475876133184508
3,273.82,49.674,61.143,15.999,5.5658e-05,0.023510786642330233,0.07357354157679737,0.046929972287778995
