iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,83.99,6.1674,47.796,13.845,3.2362e-05,0.4672945012461631,0.07191416060294278,0.4901854895226887
2,226.28,0.07443,57.829,14.074,3.1666e-05,0.10020728511184235,0.07335884308153875,0.12355813010370151
3,313.01,4.6363,64.219,15.739,4.7744e-05,0.09426959989859389,0.07368632169683778,0.11772468457121651
4,275.74,0.060354,64.129,14.575,4.7301e-05,0.026420889780921816,0.0734143239948329,0.04978939489597701
5,267.61,0.11307,62.364,15.043,5.3439e-05,0.025817293413625327,0.07345302490949596,0.049198117412422124
6,222.09,414.08,62.556,13.728,5.46e-05,0.02920590241143218,0.07410990846330823,0.05279581893947897
7,239.74,247.89,64.463,15.775,4.9311e-05,0.029901850194597963,0.07361612803517163,0.05333459153076481
8,208.0,484.22,63.669,14.118,5.4619e-05,0.01556417301865965,0.07428040638221133,0.03920836071986705
