Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1395.5,0.36857,190.92,1.649,0.49511,0.18858,0.10542,0.10376,0.082045,0.18542,0.23462,0.070034,0.029549,1.4945342077796768
1376.9,0.37488,190.5,1.6532,0.49551,0.18853,0.10544,0.10372,0.082019,0.18533,0.2346,0.069968,0.029547,1.4946654236837553
1395.3,0.36893,190.47,1.6499,0.49554,0.18857,0.10543,0.10374,0.082037,0.1854,0.23462,0.070004,0.029541,1.4948722433519646
1380.9,0.37257,190.69,1.6556,0.49655,0.18854,0.10544,0.10369,0.08199,0.18527,0.23459,0.069875,0.029513,1.495451269177287
1396.2,0.37073,191.02,1.6471,0.49816,0.18857,0.10543,0.10377,0.082064,0.18547,0.23463,0.070114,0.029574,1.4977660103946755
1392.5,0.36475,190.76,1.6657,0.50046,0.18855,0.10545,0.10357,0.08188,0.18502,0.23453,0.069498,0.029389,1.4983444061357518
1390.3,0.36502,190.86,1.6659,0.50074,0.18855,0.10545,0.10357,0.081879,0.18502,0.23453,0.069496,0.029391,1.498623771821996
1390.5,0.36482,190.86,1.6657,0.50085,0.18855,0.10544,0.10358,0.081881,0.18503,0.23453,0.069501,0.029392,1.4987536821147973
1390.0,0.36494,190.87,1.6653,0.50092,0.18855,0.10544,0.10358,0.081885,0.18504,0.23453,0.069515,0.029397,1.4988603718104072
1389.3,0.36494,191.24,1.6652,0.50113,0.18855,0.10544,0.10359,0.081885,0.18504,0.23453,0.069523,0.029399,1.499094861469827
