Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
458.48,0.99367,132.81,15.371,0.021567,0.021567387123271227
458.48,0.99367,132.81,15.367,0.021568,0.02156755612598373
458.48,0.99367,132.81,15.367,0.021568,0.02156756239562304
458.48,0.99367,132.81,15.367,0.021568,0.02156759862998716
458.48,0.99367,132.81,15.365,0.021568,0.021567967423293494
458.48,0.99367,132.81,15.365,0.021568,0.021567982843648602
458.48,0.99367,132.82,15.371,0.021568,0.021568388821626407
458.48,0.99367,132.81,15.358,0.021568,0.021568405455510798
458.48,0.99367,132.82,15.371,0.021568,0.021568416398493523
458.48,0.99367,132.82,15.371,0.021568,0.021568420866944434
