Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1267.0,0.20782,125.13,5.2762,0.048383,0.11138,0.11421,0.13538,0.099472,0.13453,0.26408,0.25428,0.031288,1.1929997484138635
1256.7,0.20963,124.53,5.2741,0.048354,0.1113,0.11423,0.13539,0.099426,0.13454,0.26707,0.25431,0.031223,1.1958388421105055
1256.7,0.21044,125.06,5.187,0.04975,0.11173,0.11412,0.13564,0.10016,0.1351,0.26653,0.25382,0.031554,1.1983959910429103
1248.8,0.21119,125.05,5.1732,0.049923,0.11172,0.11411,0.13569,0.10026,0.13519,0.26686,0.25376,0.031604,1.1991103615502308
1267.0,0.20916,125.13,5.1578,0.05026,0.11197,0.11407,0.13572,0.10042,0.13529,0.26803,0.25365,0.031679,1.2010857420886523
1144.0,0.22986,125.06,5.4445,0.045357,0.10593,0.11425,0.13575,0.098505,0.13355,0.28357,0.255,0.030912,1.202830298860506
1126.1,0.23394,125.67,5.4809,0.044907,0.10016,0.1142,0.13614,0.09838,0.13332,0.29088,0.2551,0.030873,1.20397193959665
1131.7,0.23378,125.38,5.5076,0.04455,0.095744,0.11423,0.136,0.098212,0.13315,0.29816,0.25523,0.030785,1.2060654946675546
1128.4,0.23396,125.08,5.4613,0.045182,0.10328,0.11421,0.13609,0.098447,0.13343,0.28988,0.25504,0.030878,1.2064330655323228
1254.9,0.21161,124.95,5.1716,0.049999,0.11175,0.1141,0.13569,0.10027,0.1352,0.27499,0.25374,0.03159,1.2073317264583932
