Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1851.4,0.1455,124.41,3.8351,0.28482,0.074564,0.041148,0.14432,0.11535,0.24529,0.10594,0.14662,0.11265,1.2706985020906165
1846.6,0.14575,124.39,3.8416,0.28589,0.074413,0.041067,0.14426,0.11523,0.24534,0.10586,0.14655,0.11266,1.2712623711410127
1834.8,0.14689,124.66,3.832,0.2854,0.074619,0.041192,0.14441,0.11542,0.24526,0.10599,0.14666,0.11264,1.271583234715575
1852.0,0.14542,124.7,3.8351,0.28593,0.074559,0.041157,0.14432,0.11535,0.24528,0.10595,0.14662,0.11265,1.2718347491965407
1827.2,0.14686,125.38,3.8277,0.28577,0.074686,0.041274,0.14448,0.11552,0.24521,0.10605,0.14671,0.11263,1.2723302729556019
1840.1,0.1457,124.7,3.8386,0.287,0.074453,0.041118,0.1443,0.11529,0.24531,0.10588,0.14658,0.11266,1.272594637472626
1823.1,0.14678,125.56,3.8365,0.28784,0.074472,0.041173,0.14438,0.11536,0.24528,0.10594,0.14661,0.11265,1.2736997506895442
1831.6,0.1473,124.99,3.8168,0.2863,0.074953,0.041399,0.14458,0.11571,0.24512,0.10622,0.14684,0.11262,1.2737426476114408
1814.3,0.14765,125.43,3.8236,0.28759,0.074765,0.041334,0.14456,0.11561,0.24517,0.10611,0.14676,0.11262,1.2745100955213213
1852.2,0.14564,124.69,3.8345,0.28891,0.074577,0.041162,0.14433,0.11536,0.24528,0.10597,0.14663,0.11265,1.2748710523169993
