Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
2620.5,0.59693,45.752,7.2428,0.17206,0.073915,0.11456,0.15736,0.2759,0.15006,2.05,0.18412,0.062924,3.2408643857863586
3993.0,4.7193,406.28,9.543,0.1612,0.065449,0.10894,0.15888,0.54944,0.14485,1.9286,0.21666,0.063575,3.3975755996090595
3994.0,4.6954,409.21,9.6744,0.15937,0.0655,0.10929,0.15892,0.57927,0.14529,1.9243,0.21842,0.063568,3.4239737556886656
3988.5,4.7321,406.74,9.5733,0.15873,0.065293,0.10908,0.15892,0.57072,0.14493,1.9642,0.2178,0.063669,3.4533649304257583
3987.4,4.7704,410.2,9.5579,0.15993,0.065565,0.10921,0.15884,0.56511,0.14485,1.971,0.21562,0.063329,3.4534593444707773
3997.1,4.7628,411.53,9.5732,0.16323,0.065855,0.10917,0.15878,0.54824,0.14494,2.0505,0.21468,0.06316,3.518569188752279
3985.0,4.6979,407.59,9.549,0.16171,0.065617,0.10908,0.15884,0.5537,0.14491,2.0575,0.21575,0.063375,3.5304810276547243
3969.0,4.6089,410.26,9.7118,0.15865,0.065652,0.10962,0.1589,0.60668,0.14552,2.0226,0.21781,0.063317,3.548756141406834
3982.5,4.7725,412.8,9.5896,0.15973,0.065711,0.10942,0.15881,0.57678,0.14496,2.0647,0.21502,0.063139,3.5583154352121134
3981.4,4.684,410.66,9.714,0.15642,0.065431,0.10956,0.15895,0.60876,0.14541,2.0682,0.21891,0.063523,3.595170408240146
