Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1346.9,0.32964,174.17,2.1362,0.32749,0.18546,0.10654,0.098285,0.078194,0.17388,0.23168,0.055472,0.032108,1.2891186420993284
1358.4,0.3304,174.13,2.1298,0.32984,0.18547,0.10654,0.098318,0.078247,0.17402,0.23174,0.055627,0.031951,1.2917544099650229
1339.8,0.33439,175.26,2.1316,0.331,0.18548,0.10651,0.098327,0.078198,0.174,0.23169,0.05561,0.032019,1.2928340898303468
1359.6,0.33036,174.06,2.1296,0.3316,0.18547,0.10655,0.098317,0.07825,0.17402,0.23174,0.05563,0.031944,1.2935166526479818
1372.6,0.32627,172.04,2.1293,0.33826,0.18546,0.10658,0.098295,0.078291,0.174,0.23177,0.055571,0.031912,1.3001320163937078
1368.8,0.32925,172.12,2.132,0.33942,0.18545,0.10659,0.098267,0.07827,0.17393,0.23175,0.055512,0.031944,1.3011356302670152
1346.3,0.32755,172.36,2.1819,0.34885,0.18522,0.10676,0.097908,0.077976,0.1728,0.23146,0.054402,0.032946,1.3083237224495727
1354.3,0.33663,175.91,2.0872,0.34762,0.18567,0.10634,0.098682,0.07846,0.17505,0.23195,0.056711,0.031191,1.31167626921224
1378.2,0.32974,175.94,2.0789,0.3558,0.18569,0.10634,0.098751,0.078544,0.17525,0.23203,0.056939,0.031041,1.3203871587410667
1429.5,0.31415,172.07,2.1139,0.36356,0.18547,0.10659,0.098391,0.078458,0.17435,0.23194,0.05598,0.03159,1.3263294945155015
