Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3346.4,0.10136,164.25,3.5516,0.27495,0.044425,0.22029,0.058393,0.097399,0.11293,0.082123,0.11931,0.13634,1.1461649011142279
3348.5,0.10062,164.6,3.5642,0.27631,0.044458,0.22027,0.058175,0.097412,0.1129,0.081957,0.11935,0.13631,1.1471420388622737
3341.3,0.10159,164.24,3.5429,0.27571,0.044408,0.2203,0.058537,0.097406,0.11294,0.082226,0.11928,0.13637,1.1471720467358324
3347.1,0.10151,164.53,3.5434,0.27582,0.044413,0.22029,0.058545,0.097404,0.11295,0.082224,0.11927,0.13637,1.1472855780381006
3353.8,0.10107,164.27,3.5288,0.27869,0.044386,0.22031,0.058806,0.097384,0.11297,0.082402,0.11922,0.1364,1.1505741252559232
3312.0,0.10188,165.18,3.5604,0.28071,0.044462,0.22028,0.058179,0.097439,0.11289,0.081981,0.1193,0.13635,1.1515821267308688
3346.4,0.10238,164.69,3.5167,0.27978,0.044357,0.22033,0.059026,0.097406,0.11301,0.082562,0.11915,0.13644,1.1520688508156547
3346.6,0.10279,164.7,3.5167,0.28098,0.044353,0.22033,0.059031,0.097406,0.11302,0.082568,0.11915,0.13644,1.1532765138660026
3249.3,0.10398,164.63,3.5798,0.28443,0.044488,0.22028,0.057691,0.097246,0.11285,0.081747,0.11939,0.1363,1.1544274058640398
3347.8,0.10403,163.12,3.5119,0.28238,0.044316,0.22035,0.0591,0.097342,0.11306,0.082661,0.1192,0.13642,1.1548287838446951
