Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
651.55,0.59208,138.32,8.8059,0.15908,0.11967,0.12497,0.056862,0.14008,0.11859,0.51564,0.071016,0.25663,1.562543198984548
657.8,0.58694,137.91,8.7898,0.15898,0.11981,0.12503,0.056872,0.14002,0.1179,0.51292,0.071063,0.26215,1.564740015799074
653.52,0.59753,138.68,8.7937,0.15906,0.11966,0.12506,0.056896,0.14001,0.11864,0.52239,0.070924,0.25265,1.5652920954090035
653.65,0.59525,138.73,8.7564,0.1591,0.11963,0.12516,0.056951,0.13992,0.11884,0.52122,0.070866,0.25385,1.5655301409357214
663.86,0.59085,137.1,8.7462,0.15882,0.12001,0.12522,0.056934,0.13988,0.11692,0.51416,0.071053,0.26257,1.5655610519777976
653.6,0.58687,138.62,8.8407,0.15907,0.11968,0.12485,0.056797,0.14018,0.11859,0.51296,0.071081,0.26363,1.5668268685433298
653.14,0.58699,138.25,8.8467,0.15903,0.11972,0.12482,0.056783,0.14021,0.11836,0.5136,0.071137,0.26401,1.5676666020738081
653.26,0.58688,138.32,8.809,0.15907,0.11969,0.12494,0.056847,0.1401,0.11851,0.51557,0.071052,0.262,1.5677829817504505
663.79,0.58629,137.13,8.747,0.15884,0.12,0.12518,0.056925,0.13989,0.117,0.51319,0.07108,0.26612,1.5682337888894755
660.41,0.58231,138.29,8.8082,0.15898,0.1198,0.12496,0.056837,0.14006,0.11795,0.51081,0.07108,0.26788,1.56836096586794
