Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
792.37,0.34414,120.71,9.0416,0.12784,0.065132,0.08973,0.20096,0.05496,0.066539,0.6051690023967613
792.37,0.34441,120.55,9.0305,0.12785,0.065128,0.089736,0.20101,0.054955,0.066548,0.6052312130763288
792.35,0.3436,120.63,9.0436,0.12785,0.065137,0.089728,0.20129,0.05496,0.066539,0.6055048606877832
791.03,0.34528,120.32,9.0305,0.12786,0.065141,0.089727,0.20169,0.05495,0.066548,0.60592251431126
784.57,0.34777,120.76,8.9317,0.12781,0.064995,0.089855,0.20203,0.054931,0.066647,0.6062677084827914
785.08,0.34759,120.83,8.9167,0.12781,0.064974,0.089875,0.20206,0.054929,0.066661,0.6063024800742817
783.08,0.3496,120.29,9.051,0.12785,0.065163,0.089698,0.20212,0.054947,0.06653,0.6063109429141309
793.28,0.34232,121.36,9.0874,0.12781,0.065146,0.089707,0.20229,0.054983,0.066501,0.6064364839950482
792.37,0.34294,121.42,9.0475,0.1278,0.065097,0.089752,0.20234,0.054973,0.066539,0.6065013651138182
784.13,0.34778,120.75,8.9329,0.12781,0.064997,0.089853,0.20227,0.054931,0.066647,0.6065098951619932
